Time	size	received	dropped
1	0	1593	0
2	0	4103	0
3	0	6524	0
4	0	8938	0
5	0	11012	0
6	0	13092	0
7	0	14896	0
8	1	16476	0
9	1	18436	0
10	0	20842	0
11	0	23056	0
12	0	25081	0
13	0	27123	0
14	1	29235	0
15	0	31369	0
16	0	33491	0
17	1	35611	0
18	0	37429	0
19	0	39445	0
20	0	41880	0
21	0	44200	0
22	0	46638	0
23	0	48425	0
24	0	50045	0
25	0	51986	0
26	0	54192	0
27	0	56595	0
28	0	58764	0
29	0	60769	0
30	0	62540	0
