Time	size	received	dropped
1	8	565	0
2	0	1362	0
3	0	1906	0
4	0	2538	0
5	0	2967	0
6	1	3582	0
7	0	4211	0
8	0	4732	0
9	0	5431	0
10	0	6013	0
11	0	6599	0
12	0	7349	0
13	0	7868	0
14	4	8529	0
15	0	9250	0
16	0	9823	0
17	0	10620	0
18	0	11153	0
19	0	11773	0
20	0	12317	0
21	0	12944	0
22	0	13471	0
23	0	14023	0
24	0	14743	0
25	0	15239	0
26	1	15880	0
27	0	16590	0
28	0	17126	0
29	2	17830	0
30	0	18451	0
