,0,1,2,3,4,5,6,7,8,9,10,name,label,pred
0,0.3338180001973678,0.056666666666666664,0.3154242837287874,0.10333333333333332,0.22150939900119834,0.15666666666666665,0.09148053188169347,0.2033333333333333,0.06148113950746115,0.25666666666666665,28800.0,Link_Error_1_range10-flw0-rtt,L,L
1,0.4280303726721927,0.01674156676220409,0.14420768023109265,0.07031458040125718,0.09965129312065314,0.331483021891641,0.09128277460543449,0.25782012813794297,0.053939733417124075,0.17076398097448173,31680.0,Link_Error_1_range10-flw1-rtt,L,L
2,0.24473063734815306,0.04367137451922434,0.16343566205575905,0.08398341253696989,0.10263777578664582,0.4400730816937223,0.07793304159065806,0.3863236976700615,0.06435891546506765,0.5005411387203407,28800.0,Link_Error_1_range10-flw2-rtt,L,L
21,0.29159818375828095,0.07666666666666666,0.25456184888931094,0.12333333333333332,0.19077093268025397,0.2033333333333333,0.102639508957927,0.1633333333333333,0.07871861800236217,0.2833333333333333,16806016.0,Link_Error_4_range10-flw0-rtt,L,L
22,0.39706690582329546,0.11721451559108785,0.2369196740292765,0.23108004502243032,0.1569379351407798,0.3583415190927543,0.09159502674703143,0.17749626646650443,0.08283751076778352,0.06363073703516198,30240.0,Link_Error_4_range10-flw1-rtt,L,L
23,0.14901229933434457,0.13102292655966755,0.14611742974896064,0.17133767319341142,0.13582660489162268,0.2586862908998564,0.12860942623266164,0.06383168217009444,0.07035415201711048,0.20493329538819796,30240.0,Link_Error_4_range10-flw2-rtt,L,L
18,0.1946417106778721,0.06333333333333332,0.08984922739050225,0.37666666666666665,0.06961234338804581,0.4166666666666667,0.06518026947418012,0.11666666666666665,0.05755159446741904,0.33666666666666667,16806016.0,Link_Error_6_range10-flw0-rtt,L,L
19,0.17249886285223778,0.3047577405368284,0.10610243506327449,0.06363073703516198,0.10260187616376665,0.34494557445377283,0.052991223707693824,0.39183138069020795,0.0488153860661316,0.27126787893937476,30240.0,Link_Error_6_range10-flw1-rtt,L,L
20,0.2353754115662184,0.05037989294138403,0.10341435891703049,0.39296316494279543,0.0827400952417064,0.09068380729449124,0.07299523592353109,0.43326707929590264,0.070449766783631,0.20487823129496172,30240.0,Link_Error_6_range10-flw2-rtt,L,L
15,0.5785793939189001,0.21,0.16283088637765863,0.43,0.06798249269355597,0.6433333333333332,0.04046345706879319,0.8633333333333333,0.03690558744247925,0.1633333333333333,38880.0,Normal_4_range10-flw0-rtt,N,N
16,0.5878575603675156,0.15071447200215765,0.17371485207910478,0.2980797335153785,0.06880500621365161,0.44544499502859936,0.044253588767685516,0.09712710417916828,0.037972041217938624,0.5995086775196939,145440.0,Normal_4_range10-flw1-rtt,N,N
