Time	size	received	dropped
1	43	826	0
2	100	2557	0
3	0	3777	0
4	62	5497	0
5	79	7187	0
6	91	8873	0
7	100	10555	0
8	76	12205	0
9	91	13893	0
10	100	15575	0
11	64	17213	0
12	78	18900	0
13	96	20591	0
14	100	22269	0
15	80	23922	0
16	97	25612	0
17	100	27289	0
18	75	28937	0
19	86	30622	0
20	99	32308	0
21	67	33949	0
22	84	35640	0
23	95	37324	0
24	100	39002	0
25	71	40647	0
26	85	42334	0
27	100	44022	0
28	72	45668	0
29	87	47356	0
30	100	49042	0
