Time	size	received	dropped
1	0	65	0
2	0	444	0
3	1	950	0
4	0	1448	0
5	0	1933	0
6	0	2412	0
7	0	2888	0
8	0	3412	0
9	0	3952	0
10	0	4484	0
11	0	5065	0
12	0	5687	0
13	0	6300	0
14	0	6892	0
15	0	7240	0
16	0	7569	0
17	0	7906	0
18	0	8303	0
19	0	8706	0
20	0	9109	0
21	0	9542	0
22	0	10014	0
23	0	10484	0
24	0	10953	0
25	0	11500	0
26	0	12049	0
27	0	12590	0
28	0	13150	0
29	0	13760	0
30	0	14356	0
