,0,1,2,3,4,5,6,7,8,9,10,11,name,label,pred
15,0.3338180001973678,0.056666666666666664,0.3154242837287874,0.10333333333333332,0.22150939900119834,0.15666666666666665,0.09148053188169347,0.2033333333333333,0.06148113950746115,0.25666666666666665,30240.0,2336.0,Link_Error_1_range10-flw0-rtt,L,L
16,0.4280303726721927,0.01674156676220409,0.14420768023109265,0.07031458040125718,0.09965129312065314,0.331483021891641,0.09128277460543449,0.25782012813794297,0.053939733417124075,0.17076398097448173,30240.0,2336.0,Link_Error_1_range10-flw1-rtt,L,L
17,0.24473063734815306,0.04367137451922434,0.16343566205575905,0.08398341253696989,0.10263777578664582,0.4400730816937223,0.07793304159065806,0.3863236976700615,0.06435891546506765,0.5005411387203407,30240.0,2336.0,Link_Error_1_range10-flw2-rtt,L,L
21,0.15042655364290222,0.09666666666666665,0.12923359485759375,0.21666666666666665,0.09592818749543877,0.17666666666666664,0.07181843248402088,0.24999999999999997,0.0672338560122439,0.2966666666666667,144000.0,2817.0,Link_Error_2_range10-flw0-rtt,L,L
22,0.17633845050435604,0.11052394613491563,0.12297772945791609,0.2243971027587681,0.08821942309864624,0.1976034188472734,0.03774940635132555,0.49903236285158875,0.03276610551970693,0.7133818341435464,178560.0,2817.0,Link_Error_2_range10-flw1-rtt,L,L
23,0.35025090504820927,0.030226200796279037,0.12314872613654201,0.20486647206366904,0.08088737364228606,0.29218660769736404,0.06887409214844524,0.2518850066356586,0.05469258253836507,0.07724473536826865,34560.0,2817.0,Link_Error_2_range10-flw2-rtt,L,L
12,0.1946417106778721,0.06333333333333332,0.08984922739050225,0.37666666666666665,0.06961234338804581,0.4166666666666667,0.06518026947418012,0.11666666666666665,0.05755159446741904,0.33666666666666667,30240.0,2696.0,Link_Error_6_range10-flw0-rtt,L,L
13,0.17249886285223778,0.3047577405368284,0.10610243506327449,0.06363073703516198,0.10260187616376665,0.34494557445377283,0.052991223707693824,0.39183138069020795,0.0488153860661316,0.27126787893937476,30240.0,2696.0,Link_Error_6_range10-flw1-rtt,L,L
14,0.2353754115662184,0.05037989294138403,0.10341435891703049,0.39296316494279543,0.0827400952417064,0.09068380729449124,0.07299523592353109,0.43326707929590264,0.070449766783631,0.20487823129496172,30240.0,2696.0,Link_Error_6_range10-flw2-rtt,L,L
3,0.5932059543533714,0.15,0.1702479013968319,0.2966666666666667,0.06460818655386034,0.45,0.03971551007361039,0.09666666666666665,0.03690155165117777,0.5966666666666666,146880.0,1932.0,Normal_2_range10-flw0-rtt,N,N
4,0.5853623927049689,0.15739180744833625,0.14627085038493953,0.3181323767572754,0.07103983438280981,0.48557046978742036,0.039771042370585236,0.6396135153751537,0.03714657239674416,0.11050914139989566,146880.0,1932.0,Normal_2_range10-flw1-rtt,N,N
5,0.5934730268525623,0.21829820562569252,0.14931628379421163,0.439954845184088,0.06500324620379361,0.6683283526078894,0.04079809059764006,0.8899849921662849,0.0402291773011537,0.17128013056785105,36000.0,1932.0,Normal_2_range10-flw2-rtt,N,N
18,0.5785793939189001,0.21,0.16283088637765863,0.43,0.06798249269355597,0.6433333333333332,0.04046345706879319,0.8633333333333333,0.03690558744247925,0.1633333333333333,144000.0,1932.0,Normal_4_range10-flw0-rtt,N,N
19,0.5878575603675156,0.15071447200215765,0.17371485207910478,0.2980797335153785,0.06880500621365161,0.44544499502859936,0.044253588767685516,0.09712710417916828,0.037972041217938624,0.5995086775196939,178560.0,1932.0,Normal_4_range10-flw1-rtt,N,N
20,0.5875666988719287,0.1579206460849472,0.14857383173855113,0.31920130591638274,0.07022070461883557,0.4804819657478182,0.04151346081788074,0.6417626255792537,0.03718325302317282,0.11088045363411189,34560.0,1932.0,Normal_4_range10-flw2-rtt,N,N
9,0.47537496521308675,0.17666666666666664,0.07480425956007677,0.12333333333333332,0.06026154761407928,0.35,0.05322191729726121,0.08999999999999998,0.05004784819924213,0.37666666666666665,30240.0,2685.0,Normal_9_range10-flw0-rtt,N,N
10,0.585253673266333,0.15739180744833625,0.14628777456964268,0.3181323767572754,0.07100420634742416,0.48557046978742036,0.039786951131095816,0.6396135153751537,0.03713636520649213,0.11050914139989566,30240.0,2685.0,Normal_9_range10-flw1-rtt,N,N
11,0.5921110130372428,0.2115813377602866,0.16088435302880344,0.4332379773186821,0.07297566652227847,0.6481777490116717,0.040417741634182595,0.8631175207046612,0.03754711957548378,0.16456326270244515,30240.0,2685.0,Normal_9_range10-flw2-rtt,N,N
6,0.08729392604669617,1.3766666666666667,0.05977856340398436,0.3566666666666667,0.05812071519513707,0.7566666666666666,0.056948864271497646,1.2966666666666666,0.03772054719148357,0.4633333333333333,146880.0,2297.0,TCP_Congestion_0_range10-flw0-rtt,T,T
7,0.09323486175417765,1.382853414558058,0.05350923703743432,0.37166278212093085,0.0354575451645996,0.6529211037259595,0.03213329364621728,1.068111959428621,0.02546696774435329,0.7667637577089473,146880.0,2297.0,TCP_Congestion_0_range10-flw1-rtt,T,T
8,0.11149478607637481,1.3877789364257125,0.10995243865359429,1.078636897318774,0.0663950589636547,0.2990613204404078,0.04350033535818466,1.2869717497604065,0.042565790918082484,1.17944408398408,36000.0,2297.0,TCP_Congestion_0_range10-flw2-rtt,T,T
24,0.11718951164775239,1.2033333333333334,0.07531400842587513,0.33,0.05654936524436616,0.5833333333333333,0.04629230996547338,0.6233333333333333,0.03490507758854859,0.7233333333333333,144000.0,2093.0,TCP_Congestion_6_range10-flw0-rtt,T,T
25,0.11619105617375924,1.2090649865061982,0.04739662445787437,0.3449686803604942,0.04344389802660894,0.49233394187371504,0.04191548638514017,0.2980797335153785,0.03733804521683535,0.9076360425018829,178560.0,2093.0,TCP_Congestion_6_range10-flw1-rtt,T,T
26,0.15313185103551968,1.2131280075535196,0.06610837472244101,1.0652675301785755,0.06472047396767876,0.5746395825253514,0.03430940271026404,0.15122094276982934,0.03401450994705722,0.9241279835934014,34560.0,2093.0,TCP_Congestion_6_range10-flw2-rtt,T,T
0,0.03868874171016264,0.36333333333333334,0.036956790128555295,1.15,0.035843934344662716,1.47,0.03102809755464583,0.5033333333333333,0.030473387534608407,0.4033333333333333,146880.0,2258.0,TCP_Congestion_8_range10-flw0-rtt,T,T
1,0.07875636434042621,0.3314386314758295,0.0647047834110999,0.41178739062148517,0.04333059499664158,0.25778560225897856,0.03810540497392022,0.37161301104865735,0.036526532657934346,0.840314106064982,146880.0,2258.0,TCP_Congestion_8_range10-flw1-rtt,T,T
2,0.09184164888003142,1.4483605851954764,0.08824380385474799,0.3326860740936245,0.08633284483146193,0.28563955856523315,0.059053632237784294,0.6552907520025937,0.04752796920372092,0.9846163607013331,36000.0,2258.0,TCP_Congestion_8_range10-flw2-rtt,T,T
