,0,1,2,3,4,5,6,7,8,9,10,11,name,label,pred
3,0.3338180001973678,0.056666666666666664,0.3154242837287874,0.10333333333333332,0.22150939900119834,0.15666666666666665,0.09148053188169347,0.2033333333333333,0.06148113950746115,0.25666666666666665,31680.0,2336.0,Link_Error_1_range10-flw0-rtt,L,L
4,0.4280303726721927,0.01674156676220409,0.14420768023109265,0.07031458040125718,0.09965129312065314,0.331483021891641,0.09128277460543449,0.25782012813794297,0.053939733417124075,0.17076398097448173,30240.0,2336.0,Link_Error_1_range10-flw1-rtt,L,L
5,0.24473063734815306,0.04367137451922434,0.16343566205575905,0.08398341253696989,0.10263777578664582,0.4400730816937223,0.07793304159065806,0.3863236976700615,0.06435891546506765,0.5005411387203407,30240.0,2336.0,Link_Error_1_range10-flw2-rtt,L,L
15,0.15042655364290222,0.09666666666666665,0.12923359485759375,0.21666666666666665,0.09592818749543877,0.17666666666666664,0.07181843248402088,0.24999999999999997,0.0672338560122439,0.2966666666666667,28800.0,2817.0,Link_Error_2_range10-flw0-rtt,L,L
16,0.17633845050435604,0.11052394613491563,0.12297772945791609,0.2243971027587681,0.08821942309864624,0.1976034188472734,0.03774940635132555,0.49903236285158875,0.03276610551970693,0.7133818341435464,31680.0,2817.0,Link_Error_2_range10-flw1-rtt,L,L
17,0.35025090504820927,0.030226200796279037,0.12314872613654201,0.20486647206366904,0.08088737364228606,0.29218660769736404,0.06887409214844524,0.2518850066356586,0.05469258253836507,0.07724473536826865,28800.0,2817.0,Link_Error_2_range10-flw2-rtt,L,L
24,0.1946417106778721,0.06333333333333332,0.08984922739050225,0.37666666666666665,0.06961234338804581,0.4166666666666667,0.06518026947418012,0.11666666666666665,0.05755159446741904,0.33666666666666667,30240.0,2696.0,Link_Error_6_range10-flw0-rtt,L,L
25,0.17249886285223778,0.3047577405368284,0.10610243506327449,0.06363073703516198,0.10260187616376665,0.34494557445377283,0.052991223707693824,0.39183138069020795,0.0488153860661316,0.27126787893937476,31680.0,2696.0,Link_Error_6_range10-flw1-rtt,L,L
26,0.2353754115662184,0.05037989294138403,0.10341435891703049,0.39296316494279543,0.0827400952417064,0.09068380729449124,0.07299523592353109,0.43326707929590264,0.070449766783631,0.20487823129496172,30240.0,2696.0,Link_Error_6_range10-flw2-rtt,L,L
6,0.5914766441223195,0.16999999999999998,0.13594174671255413,0.3433333333333333,0.05906858456481075,0.5099999999999999,0.046740228988599454,0.11666666666666665,0.03382933039536284,0.6833333333333332,31680.0,2034.0,Normal_0_range10-flw0-rtt,N,N
7,0.57646122693951,0.2041924184827881,0.14960477883386722,0.4184270870548937,0.07280189284450303,0.6326617556269991,0.047835955727041427,0.8402015908062264,0.04253851664163977,0.15732858473264,30240.0,2034.0,Normal_0_range10-flw1-rtt,N,N
8,0.5934849625421289,0.21829820562569252,0.1492992628596986,0.439954845184088,0.06499862449379143,0.6683283526078894,0.040793054626174316,0.8899849921662849,0.040241679988958085,0.17128013056785105,30240.0,2034.0,Normal_0_range10-flw2-rtt,N,N
0,0.578411078101052,0.21,0.1493401455488387,0.4166666666666667,0.07581581316980751,0.6299999999999999,0.04760955382739426,0.8366666666666666,0.03900221208362246,0.15666666666666665,31680.0,2102.0,Normal_5_range10-flw0-rtt,N,N
1,0.5996679606862548,0.17076398097448173,0.14468025030765572,0.3448762753014043,0.0669820441557075,0.5256851963332084,0.06368109822106198,0.12388759404031027,0.042053781093904924,0.6931008639552494,30240.0,2102.0,Normal_5_range10-flw1-rtt,N,N
2,0.593570754899289,0.21829820562569252,0.14934285901719588,0.439954845184088,0.0650007822266117,0.6683283526078894,0.040785888307281554,0.8899849921662849,0.04023673498210521,0.17128013056785105,30240.0,2102.0,Normal_5_range10-flw2-rtt,N,N
