,amplitude_1,frequency_1,amplitude_2,frequency_2,amplitude_3,frequency_3,name,label,pred
0,0.0982956632979905,0.5299999999999999,0.09740887078060283,0.2966666666666667,0.09614394291937596,0.37666666666666665,Link_Error_1_range100-flw0-rtt,L,T
1,0.14768014084491662,2.1113204268438714,0.09006336093992386,0.08391575623385818,0.07413271419817553,2.0710408638516196,Link_Error_1_range100-flw1-rtt,L,L
2,0.15310010208740865,0.06407709108082978,0.1430152927922262,0.1382716175954748,0.12904484559629567,0.10454683281609069,Link_Error_1_range100-flw2-rtt,L,L
12,0.2538743914131486,0.02333333333333333,0.24223743238079432,0.15666666666666665,0.16601159052689607,0.12999999999999998,Link_Error_3_range100-flw0-rtt,L,L
13,0.11176617326577862,2.532725582068142,0.09610631281131594,0.13753874021826995,0.06478731970962162,2.579690029947551,Link_Error_3_range100-flw1-rtt,L,L
14,0.33923195062203254,4.633669241118876,0.1970734426644224,0.023658413339046048,0.1131610771452819,1.125464520271762,Link_Error_3_range100-flw2-rtt,L,L
21,0.12406704428813432,0.056666666666666664,0.0993491997684664,0.13666666666666666,0.09333234085332383,0.16999999999999998,Link_Error_5_range100-flw0-rtt,L,L
22,0.5202398582788051,0.06375885354601407,0.3967098022890037,0.10402760315402296,0.21350320668579548,0.14429635276203184,Link_Error_5_range100-flw1-rtt,L,L
23,0.21947509487945083,0.11135939005829934,0.13714083791571524,0.15185371371586273,0.13687853192995386,1.440923016814964,Link_Error_5_range100-flw2-rtt,L,L
9,0.5913234619057609,0.16999999999999998,0.1359556343947918,0.3433333333333333,0.05906449420270504,0.5099999999999999,Normal_0_range100-flw0-rtt,N,N
10,0.5873707475548264,0.16407834198366628,0.13375698123469723,0.3382022967418427,0.05780452429857979,0.5123262515000193,Normal_0_range100-flw1-rtt,N,N
11,0.6935868040216379,0.07066951592694025,0.12615768392123564,0.13124338672146044,0.11961179095212886,0.14470424689802047,Normal_0_range100-flw2-rtt,N,N
15,0.7021594909345226,0.06999999999999999,0.1900900964295677,0.12333333333333332,0.04814361300413985,0.18999999999999997,Normal_1_range100-flw0-rtt,N,N
16,0.757597300428633,0.04366550703395897,0.10160296188159272,0.09740766953729307,0.04028587329020634,0.15114983204062718,Normal_1_range100-flw1-rtt,N,N
17,0.7382183019325571,0.05723947545340651,0.23156587732678302,0.11111192293896557,0.03764829388077014,0.15825031448882976,Normal_1_range100-flw2-rtt,N,N
3,0.5656066761898765,0.10999999999999999,0.2154217819920793,0.22999999999999998,0.11382023037530228,0.3433333333333333,Normal_3_range100-flw0-rtt,N,N
4,0.6039717878451101,0.050512222560354786,0.15924056262084604,0.09765696361668591,0.04675232997588344,0.17174155670520627,Normal_3_range100-flw1-rtt,N,N
5,0.5988103503941775,0.05067262333488493,0.07611462586373505,0.09796707178077754,0.04757270579685658,0.1722869193386088,Normal_3_range100-flw2-rtt,N,N
18,0.20008232378626029,0.23666666666666664,0.10930367376002684,0.12333333333333332,0.07453743307458867,0.35,TCP_Congestion_1_range100-flw0-rtt,T,T
19,0.20272788765461064,0.2324344956641366,0.17456029151867586,0.1179015557716635,0.12288712267874208,0.34023020379822894,TCP_Congestion_1_range100-flw1-rtt,T,L
20,0.27848643107671545,0.11789361300572697,0.21983379792001423,0.06399938991739464,0.12691089693728574,0.23241883706843317,TCP_Congestion_1_range100-flw2-rtt,T,L
6,0.28426316491206677,0.2033333333333333,0.273010841571884,0.15666666666666665,0.11210159940951075,0.056666666666666664,TCP_Congestion_4_range100-flw0-rtt,T,T
7,0.2663559228841584,0.2054855686306135,0.10572008932184437,0.41433975314041743,0.09442016286252165,0.3132812767647059,TCP_Congestion_4_range100-flw1-rtt,T,T
8,0.22352910094975115,0.20590173093484143,0.12206539932496928,0.313915753720332,0.10169657848348995,0.36117188868898414,TCP_Congestion_4_range100-flw2-rtt,T,T
24,0.1679491707032011,0.04333333333333333,0.16139226179604305,0.23666666666666664,0.13342429309185594,0.27666666666666667,TCP_Congestion_9_range100-flw0-rtt,T,L
25,0.18102470739192095,0.03698251832996495,0.1711016948375906,0.2319812513425074,0.1203919666560024,0.070602989539024,TCP_Congestion_9_range100-flw1-rtt,T,L
26,0.21950283411362495,0.043839263273761725,0.14127346189229217,0.23268532045304302,0.13572926261012047,0.27989683474786337,TCP_Congestion_9_range100-flw2-rtt,T,L
