,amplitude_1,frequency_1,amplitude_2,frequency_2,amplitude_3,frequency_3,name,label,pred
9,0.14321886591340707,0.016666666666666666,0.10233239669271624,0.10999999999999999,0.10086061199927353,0.18333333333333332,Link_Error_0_range100-flw0-rtt,L,L
10,0.1563471072105518,2.867224084092094,0.06573324616320073,0.03018130614833783,0.05545226596194661,0.1844413153509534,Link_Error_0_range100-flw1-rtt,L,L
11,0.16437902124210296,4.995983114725573,0.16001802903668066,0.11147223988231503,0.1536198212202101,0.08444866657751138,Link_Error_0_range100-flw2-rtt,L,L
3,0.18092502010330644,0.06999999999999999,0.16222027070686829,0.1433333333333333,0.13495437339613622,0.24999999999999997,Link_Error_4_range100-flw0-rtt,L,T
4,0.1332170679221559,0.11082831977919774,0.11851456339254038,0.19143073416406883,0.10459389922215796,0.06381024472135627,Link_Error_4_range100-flw1-rtt,L,L
5,0.2709516716012675,1.6085637370449497,0.1367068472826151,0.043839263273761725,0.049164997200957586,1.5613522227501293,Link_Error_4_range100-flw2-rtt,L,L
18,0.46636297121963594,0.056666666666666664,0.4619861173201052,0.06999999999999999,0.40503214042900576,0.02333333333333333,Link_Error_8_range100-flw0-rtt,L,L
19,0.41683130754137154,0.10395086034929568,0.3195672506058094,0.05029880339482049,0.18975358441817838,0.15089641018446148,Link_Error_8_range100-flw1-rtt,L,L
20,0.5878534971586465,0.06384026118327654,0.3148234884634166,0.11760048112708837,0.07264758695662617,0.18480075605685314,Link_Error_8_range100-flw2-rtt,L,N
12,0.5913234619057609,0.16999999999999998,0.1359556343947918,0.3433333333333333,0.05906449420270504,0.5099999999999999,Normal_0_range100-flw0-rtt,N,N
13,0.5873707475548264,0.16407834198366628,0.13375698123469723,0.3382022967418427,0.05780452429857979,0.5123262515000193,Normal_0_range100-flw1-rtt,N,N
14,0.6935868040216379,0.07066951592694025,0.12615768392123564,0.13124338672146044,0.11961179095212886,0.14470424689802047,Normal_0_range100-flw2-rtt,N,N
21,0.7021594909345226,0.06999999999999999,0.1900900964295677,0.12333333333333332,0.04814361300413985,0.18999999999999997,Normal_1_range100-flw0-rtt,N,N
22,0.757597300428633,0.04366550703395897,0.10160296188159272,0.09740766953729307,0.04028587329020634,0.15114983204062718,Normal_1_range100-flw1-rtt,N,N
23,0.7382183019325571,0.05723947545340651,0.23156587732678302,0.11111192293896557,0.03764829388077014,0.15825031448882976,Normal_1_range100-flw2-rtt,N,N
24,0.5822718280148793,0.18333333333333332,0.1465936721760226,0.37666666666666665,0.06022506104430868,0.5633333333333332,Normal_5_range100-flw0-rtt,N,N
25,0.7083118274527103,0.0503562148280723,0.1515712735387417,0.09735534866760645,0.07280955060283822,0.14435448250714059,Normal_5_range100-flw1-rtt,N,N
26,0.7049712537162663,0.07067427260944863,0.17600828685300157,0.1312522205604046,0.05294134618273367,0.1985610516170223,Normal_5_range100-flw2-rtt,N,N
6,0.3694904311485708,0.06333333333333332,0.1347166311775862,0.12999999999999998,0.042511432234834175,0.2233333333333333,TCP_Congestion_0_range100-flw0-rtt,T,T
7,0.2835015470128425,0.20540253796049354,0.1272450993496714,0.34682723622837436,0.09319554928213297,0.2794821418150978,TCP_Congestion_0_range100-flw1-rtt,T,T
8,0.2040324349654924,0.19844084022811548,0.17962206541982076,0.15135318322483385,0.12894956015901005,0.2858893460913528,TCP_Congestion_0_range100-flw2-rtt,T,T
0,0.13003774150734174,0.15,0.1180354227613141,0.4633333333333333,0.10696874489086707,0.10333333333333332,TCP_Congestion_2_range100-flw0-rtt,T,L
1,0.13094347227582695,0.45982747474531854,0.09609910807754109,0.3792737565417591,0.08916197887534628,0.097335742829301,TCP_Congestion_2_range100-flw1-rtt,T,L
2,0.21083390279617126,0.44938834698173047,0.11743822409818888,0.25341448138067507,0.08408660279642431,0.10474465230401236,TCP_Congestion_2_range100-flw2-rtt,T,T
15,0.32627116386908606,0.1633333333333333,0.09640398989508471,0.12333333333333332,0.08393320376668324,0.24333333333333332,TCP_Congestion_7_range100-flw0-rtt,T,T
16,0.41597018816862164,0.16482897496930735,0.13068195459184972,0.1177349821209338,0.08472975106747362,0.08409641580066701,TCP_Congestion_7_range100-flw1-rtt,T,T
17,0.3978678030811263,0.165173459267871,0.07017222712460998,0.36068490085024885,0.06250026845025451,0.09101394694352075,TCP_Congestion_7_range100-flw2-rtt,T,T
