,amplitude_1,frequency_1,amplitude_2,frequency_2,amplitude_3,frequency_3,name,label,pred
24,0.14321886591340707,0.016666666666666666,0.10233239669271624,0.10999999999999999,0.10086061199927353,0.18333333333333332,Link_Error_0_range100-flw0-rtt,L,L
25,0.1563471072105518,2.867224084092094,0.06573324616320073,0.03018130614833783,0.05545226596194661,0.1844413153509534,Link_Error_0_range100-flw1-rtt,L,L
26,0.16437902124210296,4.995983114725573,0.16001802903668066,0.11147223988231503,0.1536198212202101,0.08444866657751138,Link_Error_0_range100-flw2-rtt,L,L
0,0.18092502010330644,0.06999999999999999,0.16222027070686829,0.1433333333333333,0.13495437339613622,0.24999999999999997,Link_Error_4_range100-flw0-rtt,L,L
1,0.1332170679221559,0.11082831977919774,0.11851456339254038,0.19143073416406883,0.10459389922215796,0.06381024472135627,Link_Error_4_range100-flw1-rtt,L,L
2,0.2709516716012675,1.6085637370449497,0.1367068472826151,0.043839263273761725,0.049164997200957586,1.5613522227501293,Link_Error_4_range100-flw2-rtt,L,L
15,0.26835606543167206,0.10333333333333332,0.226671933517612,0.1433333333333333,0.2092550268633038,0.18333333333333332,Link_Error_9_range100-flw0-rtt,L,L
16,0.5543823633143998,0.06378882166703492,0.49327179140197497,0.016786532017640767,0.4227038502423348,0.09736188570231646,Link_Error_9_range100-flw1-rtt,L,L
17,0.2612803663129507,0.1250769772734794,0.23563486815717824,0.09127238882118767,0.18480349260156165,0.17240340110668784,Link_Error_9_range100-flw2-rtt,L,L
21,0.572194591931221,0.11666666666666665,0.22491326305685294,0.22999999999999998,0.12078872048783355,0.3433333333333333,Normal_2_range100-flw0-rtt,N,N
22,0.6519036602861192,0.09051356491597677,0.24412129975215285,0.17767477557580627,0.0717053086908581,0.26483598623563576,Normal_2_range100-flw1-rtt,N,N
23,0.5893686831714291,0.1243706550733496,0.15215355645505463,0.25210267920273566,0.07547309334792159,0.3798347033321217,Normal_2_range100-flw2-rtt,N,N
18,0.5656066761898765,0.10999999999999999,0.2154217819920793,0.22999999999999998,0.11382023037530228,0.3433333333333333,Normal_3_range100-flw0-rtt,N,N
19,0.6039717878451101,0.050512222560354786,0.15924056262084604,0.09765696361668591,0.04675232997588344,0.17174155670520627,Normal_3_range100-flw1-rtt,N,N
20,0.5988103503941775,0.05067262333488493,0.07611462586373505,0.09796707178077754,0.04757270579685658,0.1722869193386088,Normal_3_range100-flw2-rtt,N,N
9,0.6965826886089571,0.049999999999999996,0.18595830288125717,0.10333333333333332,0.08712999170503162,0.15,Normal_8_range100-flw0-rtt,N,N
10,0.7021730712345211,0.06373746497919827,0.19345692806662457,0.12412032653843873,0.046616320149437306,0.19121239493759482,Normal_8_range100-flw1-rtt,N,N
11,0.5863824474941385,0.043937053343942656,0.22463567763059014,0.09801342669033362,0.06891200308495746,0.14533025336842573,Normal_8_range100-flw2-rtt,N,N
6,0.3480087637492762,0.21,0.16033582763850587,0.04333333333333333,0.07574902321880395,0.12999999999999998,TCP_Congestion_3_range100-flw0-rtt,T,T
7,0.33307771022951943,0.21165241982715527,0.1389801526016023,0.043674308853222515,0.08178928319079123,0.09742730436488099,TCP_Congestion_3_range100-flw1-rtt,T,T
8,0.28059072254426753,0.21223709929425102,0.13604638756206586,0.06400801407286935,0.08593635755846835,0.11117181391603626,TCP_Congestion_3_range100-flw2-rtt,T,T
12,0.28426316491206677,0.2033333333333333,0.273010841571884,0.15666666666666665,0.11210159940951075,0.056666666666666664,TCP_Congestion_4_range100-flw0-rtt,T,T
13,0.2663559228841584,0.2054855686306135,0.10572008932184437,0.41433975314041743,0.09442016286252165,0.3132812767647059,TCP_Congestion_4_range100-flw1-rtt,T,T
14,0.22352910094975115,0.20590173093484143,0.12206539932496928,0.313915753720332,0.10169657848348995,0.36117188868898414,TCP_Congestion_4_range100-flw2-rtt,T,T
3,0.1679491707032011,0.04333333333333333,0.16139226179604305,0.23666666666666664,0.13342429309185594,0.27666666666666667,TCP_Congestion_9_range100-flw0-rtt,T,L
4,0.18102470739192095,0.03698251832996495,0.1711016948375906,0.2319812513425074,0.1203919666560024,0.070602989539024,TCP_Congestion_9_range100-flw1-rtt,T,L
5,0.21950283411362495,0.043839263273761725,0.14127346189229217,0.23268532045304302,0.13572926261012047,0.27989683474786337,TCP_Congestion_9_range100-flw2-rtt,T,L
