,0,1,name,label,pred
18,0.1259513054442934,0.10333333333333332,Link_Error_00025_7_range10-flw0-rtt,L,L
19,0.11327968345328644,0.41848312055028986,Link_Error_00025_7_range10-flw1-rtt,L,L
20,0.08301850799643756,0.043686050133506245,Link_Error_00025_7_range10-flw2-rtt,L,L
12,0.08201691933582848,0.24999999999999997,Link_Error_00025_8_range10-flw0-rtt,L,L
13,0.14398697182244177,0.05692895163024928,Link_Error_00025_8_range10-flw1-rtt,L,L
14,0.12114458172732928,0.08399469919532741,Link_Error_00025_8_range10-flw2-rtt,L,L
24,0.05168898090068733,0.049999999999999996,Link_Error_00025_9_range10-flw0-rtt,L,L
25,0.056644316959752035,0.21097199721798263,Link_Error_00025_9_range10-flw1-rtt,L,L
26,0.13829170165761073,0.24524863525013732,Link_Error_00025_9_range10-flw2-rtt,L,L
15,0.47514759379101645,0.17666666666666664,Normal_3_range10-flw0-rtt,N,N
16,0.4705268370365323,0.17744872460068428,Normal_3_range10-flw1-rtt,N,N
17,0.5874374736544345,0.1579206460849472,Normal_3_range10-flw2-rtt,N,N
9,0.5918353318887168,0.15,Normal_6_range10-flw0-rtt,N,N
10,0.5929254371935974,0.16407834198366628,Normal_6_range10-flw1-rtt,N,N
11,0.5874884076827961,0.1579206460849472,Normal_6_range10-flw2-rtt,N,N
21,0.47537496521308675,0.17666666666666664,Normal_9_range10-flw0-rtt,N,N
22,0.585253673266333,0.15739180744833625,Normal_9_range10-flw1-rtt,N,N
23,0.5921110130372428,0.2115813377602866,Normal_9_range10-flw2-rtt,N,N
0,0.0757548645395156,0.43666666666666665,TCP_Congestion_2_range10-flw0-rtt,T,T
1,0.05922258896383497,0.9878847488778552,TCP_Congestion_2_range10-flw1-rtt,T,T
2,0.05317327528832709,1.2462301119225492,TCP_Congestion_2_range10-flw2-rtt,T,T
6,0.08020274992693763,0.4766666666666667,TCP_Congestion_3_range10-flw0-rtt,T,T
7,0.06073015783324932,0.49207025437655494,TCP_Congestion_3_range10-flw1-rtt,T,T
8,0.06652496547882877,0.7493917157198993,TCP_Congestion_3_range10-flw2-rtt,T,T
3,0.11718951164775239,1.2033333333333334,TCP_Congestion_6_range10-flw0-rtt,T,T
4,0.11619105617375924,1.2090649865061982,TCP_Congestion_6_range10-flw1-rtt,T,T
5,0.15313185103551968,1.2131280075535196,TCP_Congestion_6_range10-flw2-rtt,T,T
