Time	size	received	dropped
1	0	11	0
2	0	56	0
3	0	421	0
4	0	938	0
5	0	1444	0
6	0	1961	0
7	0	2493	0
8	0	3038	0
9	0	3590	0
10	0	4148	0
11	0	4722	0
12	0	5305	0
13	0	5895	0
14	0	6488	0
15	0	7110	0
16	0	7743	0
17	0	8388	0
18	0	9040	0
19	0	9706	0
20	0	10378	0
21	0	11040	0
22	0	11443	0
23	0	11792	0
24	0	12155	0
25	0	12533	0
26	0	12925	0
27	0	13321	0
28	0	13722	0
29	0	14137	0
30	0	14568	0
