,amplitude_1,frequency_1,amplitude_2,frequency_2,amplitude_3,frequency_3,amplitude_4,frequency_4,amplitude_5,frequency_5,name,label,pred
6,0.24987401214091975,0.08999999999999998,0.12300741874675196,0.18999999999999997,0.09823679031016146,0.33666666666666667,0.09634507571499629,0.29,0.06765022907724862,0.23666666666666664,Link_Error_4_range50-flw0-rtt,L,L
7,0.2517213984289615,0.31804717161822027,0.14552510554403014,0.1640453832557136,0.11241550505695845,0.11717527375408116,0.07440506603900283,0.24439414240136925,0.06691348203088691,0.03682651460842551,Link_Error_4_range50-flw1-rtt,L,T
8,0.25133606070635595,0.06387962765035735,0.15975322927807542,0.10422465564005673,0.15022150379181246,0.15801802629298925,0.14129170825137766,0.19836305428268863,0.1101700573537994,0.238708082272388,Link_Error_4_range50-flw2-rtt,L,L
3,0.11586214001659301,0.056666666666666664,0.10576548060049829,0.23666666666666664,0.09570087896300046,0.11666666666666665,0.0910870308409544,0.09666666666666665,0.08315955188344856,0.1633333333333333,Link_Error_5_range50-flw0-rtt,L,L
4,0.2638779780433013,0.09048323173127633,0.23154891545655015,0.20442507909658725,0.20872435914709092,0.13069800138962134,0.18938567149291696,0.04356600046320711,0.17503113937916986,0.06367338529237963,Link_Error_5_range50-flw1-rtt,L,L
5,0.12838702363461837,0.05713559180020907,0.08810763521678983,0.13107576942400903,0.08794142522130427,0.14451943808288176,0.07273174696156136,0.3596181366248454,0.06634592370756062,0.2991216276599181,Link_Error_5_range50-flw2-rtt,L,L
9,0.26498018407602486,0.06333333333333332,0.26246836476153473,0.12999999999999998,0.24400790432397754,0.09666666666666665,0.18579289692409356,0.16999999999999998,0.167633388537378,0.21,Link_Error_9_range50-flw0-rtt,L,L
10,0.328711563590175,0.056917515437955334,0.30274484856814143,0.10379076344568325,0.1759505950130163,0.17075254631386602,0.05341121505086277,0.21762579432159393,0.03186476593113838,0.3515493600579594,Link_Error_9_range50-flw1-rtt,L,L
11,0.17340228615941122,0.13105815040051874,0.17276844382153006,0.09073256566189758,0.1315631286453742,0.043686050133506245,0.10890154678146576,0.2721976969856928,0.10118725628839276,0.22515118145730142,Link_Error_9_range50-flw2-rtt,L,L
15,0.5878082536086505,0.16999999999999998,0.1367450783357951,0.3433333333333333,0.060032714522807944,0.5099999999999999,0.04394485068756322,0.11666666666666665,0.034657989118542974,0.6833333333333332,Normal_1_range50-flw0-rtt,N,N
16,0.7392981497350808,0.043644983245866,0.12973005059537718,0.09736188570231646,0.05546767374378298,0.1376495625446543,0.03275685077856677,0.19808107780816106,0.02553423769896749,0.23836875465049892,Normal_1_range50-flw1-rtt,N,N
17,0.5975677650490292,0.14450001198005913,0.17283564810667018,0.29908142014477357,0.07112137921716849,0.44694189751971775,0.037854409974676914,0.09745349645166777,0.03578529622281707,0.594802374894662,Normal_1_range50-flw2-rtt,N,N
12,0.7105115647868145,0.056666666666666664,0.2204783298481406,0.10333333333333332,0.09434511170572686,0.15,0.03302840293948335,0.21,0.019011729085238224,0.26333333333333336,Normal_2_range50-flw0-rtt,N,N
13,0.5970483937936988,0.11058320476360277,0.19144723986665274,0.21781540332224786,0.08762327168953236,0.3317496142908083,0.047447600906627314,0.05696710548428021,0.04050401332925939,0.43898181284945337,Normal_2_range50-flw1-rtt,N,N
14,0.6170457180726924,0.10424448924117848,0.15548084059136932,0.2051262530229641,0.08496236442646522,0.299282565885964,0.047480437768548,0.15132264567267845,0.03900804477587656,0.40688978058653535,Normal_2_range50-flw2-rtt,N,N
21,0.7803203543239953,0.04333333333333333,0.12384256791815923,0.08999999999999998,0.04680571457340661,0.13666666666666666,0.03148370557115853,0.18999999999999997,0.020529606606139054,0.23666666666666664,Normal_4_range50-flw0-rtt,N,N
