,0,1,name,label,pred
6,0.14749287926008786,0.2966666666666667,Link_Error_0005_2_range10-flw0-rtt,L,L
7,0.08432271363434117,0.3715632533047456,Link_Error_0005_2_range10-flw1-rtt,L,T
8,0.1171024004790296,0.2586341570472954,Link_Error_0005_2_range10-flw2-rtt,L,L
15,0.11963489463897978,0.17666666666666664,Link_Error_0005_7_range10-flw0-rtt,L,L
16,0.0879553852274763,0.3783340732052325,Link_Error_0005_7_range10-flw1-rtt,L,L
17,0.16278128044506385,0.2520010309866179,Link_Error_0005_7_range10-flw2-rtt,L,L
9,0.09181283248194949,0.08999999999999998,Link_Error_0005_9_range10-flw0-rtt,L,L
10,0.09466323065634397,0.10381161767868986,Link_Error_0005_9_range10-flw1-rtt,L,L
11,0.1200011405658219,0.28554360262569767,Link_Error_0005_9_range10-flw2-rtt,L,L
12,0.578411078101052,0.21,Normal_5_range10-flw0-rtt,N,N
13,0.5996679606862548,0.17076398097448173,Normal_5_range10-flw1-rtt,N,N
14,0.593570754899289,0.21829820562569252,Normal_5_range10-flw2-rtt,N,N
0,0.5918353318887168,0.15,Normal_6_range10-flw0-rtt,N,N
1,0.5929254371935974,0.16407834198366628,Normal_6_range10-flw1-rtt,N,N
2,0.5874884076827961,0.1579206460849472,Normal_6_range10-flw2-rtt,N,N
18,0.573019601404037,0.18333333333333332,Normal_8_range10-flw0-rtt,N,N
19,0.47084373172932753,0.17744974054169443,Normal_8_range10-flw1-rtt,N,N
20,0.6003091705943192,0.17133899712866074,Normal_8_range10-flw2-rtt,N,N
3,0.0757548645395156,0.43666666666666665,TCP_Congestion_2_range10-flw0-rtt,T,T
4,0.05922258896383497,0.9878847488778552,TCP_Congestion_2_range10-flw1-rtt,T,T
5,0.05317327528832709,1.2462301119225492,TCP_Congestion_2_range10-flw2-rtt,T,T
21,0.10037237285747526,0.37666666666666665,TCP_Congestion_5_range10-flw0-rtt,T,L
22,0.060272956751404344,0.59277055027493,TCP_Congestion_5_range10-flw1-rtt,T,T
23,0.13653022536979648,1.2870582462409919,TCP_Congestion_5_range10-flw2-rtt,T,T
24,0.11718951164775239,1.2033333333333334,TCP_Congestion_6_range10-flw0-rtt,T,T
25,0.11619105617375924,1.2090649865061982,TCP_Congestion_6_range10-flw1-rtt,T,T
26,0.15313185103551968,1.2131280075535196,TCP_Congestion_6_range10-flw2-rtt,T,T
