,0,1,name,label,pred
9,0.12422343626719855,0.056666666666666664,Link_Error_0005_1_range10-flw0-rtt,L,L
10,0.0832194341503028,0.19748436384077367,Link_Error_0005_1_range10-flw1-rtt,L,L
11,0.06576447267842069,0.3324849593375932,Link_Error_0005_1_range10-flw2-rtt,L,T
12,0.15863618554118722,0.18999999999999997,Link_Error_0005_5_range10-flw0-rtt,L,L
13,0.11194491458299378,0.05690227432700258,Link_Error_0005_5_range10-flw1-rtt,L,L
14,0.08995112750366203,0.4736346247468448,Link_Error_0005_5_range10-flw2-rtt,L,T
0,0.09181283248194949,0.08999999999999998,Link_Error_0005_9_range10-flw0-rtt,L,L
1,0.09466323065634397,0.10381161767868986,Link_Error_0005_9_range10-flw1-rtt,L,L
2,0.1200011405658219,0.28554360262569767,Link_Error_0005_9_range10-flw2-rtt,L,L
18,0.5914766441223195,0.16999999999999998,Normal_0_range10-flw0-rtt,N,N
19,0.57646122693951,0.2041924184827881,Normal_0_range10-flw1-rtt,N,N
20,0.5934849625421289,0.21829820562569252,Normal_0_range10-flw2-rtt,N,N
15,0.578411078101052,0.21,Normal_5_range10-flw0-rtt,N,N
16,0.5996679606862548,0.17076398097448173,Normal_5_range10-flw1-rtt,N,N
17,0.593570754899289,0.21829820562569252,Normal_5_range10-flw2-rtt,N,N
24,0.4753795280461344,0.17666666666666664,Normal_7_range10-flw0-rtt,N,N
25,0.5882940757787359,0.2175675194855981,Normal_7_range10-flw1-rtt,N,N
26,0.5700812221685895,0.14450001198005913,Normal_7_range10-flw2-rtt,N,N
6,0.0757548645395156,0.43666666666666665,TCP_Congestion_2_range10-flw0-rtt,T,T
7,0.05922258896383497,0.9878847488778552,TCP_Congestion_2_range10-flw1-rtt,T,T
8,0.05317327528832709,1.2462301119225492,TCP_Congestion_2_range10-flw2-rtt,T,T
3,0.10037237285747526,0.37666666666666665,TCP_Congestion_5_range10-flw0-rtt,T,L
4,0.060272956751404344,0.59277055027493,TCP_Congestion_5_range10-flw1-rtt,T,T
5,0.13653022536979648,1.2870582462409919,TCP_Congestion_5_range10-flw2-rtt,T,T
21,0.05355504513532245,1.4633333333333334,TCP_Congestion_9_range10-flw0-rtt,T,T
22,0.05930054545820566,1.4629190363360636,TCP_Congestion_9_range10-flw1-rtt,T,T
23,0.09150965697429897,0.9105637252983128,TCP_Congestion_9_range10-flw2-rtt,T,T
