Time	size	received	dropped
1	0	418	0
2	0	1349	0
3	0	2792	0
4	0	5239	0
5	1	7750	0
6	0	10259	0
7	0	12769	0
8	1	15280	0
9	0	17789	0
10	0	20299	0
11	1	22810	0
12	1	25292	0
13	0	27801	0
14	1	30312	0
15	1	32822	0
16	0	35331	0
17	1	37842	0
18	2	40353	0
19	0	42861	0
20	1	45372	0
21	1	47854	0
22	0	50363	0
23	1	52560	0
24	0	54438	0
25	0	56345	0
26	0	58289	0
27	0	60277	0
28	0	62268	0
29	0	64268	0
30	0	66271	0
