Time	size	received	dropped
1	0	299	0
2	0	827	0
3	0	1270	0
4	0	1858	0
5	0	2395	0
6	0	2870	0
7	0	3480	0
8	0	4023	0
9	0	4509	0
10	0	5139	0
11	0	5680	0
12	0	6175	0
13	0	6807	0
14	0	7341	0
15	0	7833	0
16	0	8480	0
17	0	9001	0
18	0	9508	0
19	0	10157	0
20	0	10669	0
21	0	11184	0
22	0	11836	0
23	0	12341	0
24	0	12853	0
25	1	13517	0
26	0	14005	0
27	0	14529	0
28	0	15192	0
29	0	15678	0
30	0	16203	0
