Time	size	received	dropped
1	0	38	0
2	0	479	0
3	0	1001	0
4	0	1563	0
5	0	2150	0
6	0	2776	0
7	0	3427	0
8	0	4100	0
9	0	4663	0
10	0	5034	0
11	0	5438	0
12	0	5878	0
13	0	6334	0
14	0	6818	0
15	0	7336	0
16	0	7883	0
17	0	8468	0
18	0	9079	0
19	0	9713	0
20	0	10375	0
21	0	10935	0
22	0	11313	0
23	0	11705	0
24	0	12122	0
25	0	12593	0
26	0	13070	0
27	0	13578	0
28	0	14147	0
29	0	14714	0
30	0	15311	0
