Time	size	received	dropped
1	0	11	0
2	0	112	0
3	0	718	0
4	0	1473	0
5	0	1873	0
6	0	2290	0
7	0	2713	0
8	0	3079	0
9	0	3243	0
10	0	3358	0
11	0	3489	0
12	0	3635	0
13	0	3800	0
14	0	3983	0
15	0	4148	0
16	0	4242	0
17	0	4345	0
18	0	4475	0
19	0	4589	0
20	0	4664	0
21	0	4755	0
22	0	4862	0
23	0	4988	0
24	0	5129	0
25	0	5274	0
26	0	5369	0
27	0	5462	0
28	0	5525	0
29	0	5584	0
30	0	5660	0
