1	3.744
2	11.0938
3	9.64224
4	9.63072
5	9.57312
6	9.07776
7	9.63072
8	9.64224
9	5.51808
10	3.81312
11	3.12192
12	5.61024
13	8.47872
14	9.64224
15	7.4304
16	7.74144
17	3.44448
18	4.86144
19	4.93056
20	7.64928
21	7.3728
22	4.18176
23	6.30144
24	7.69536
25	6.43968
26	9.12384
27	9.63072
28	7.8336
29	8.05248
30	6.71616
