,0,1,2,3,4,5,6,7,name,label,pred
6,0.019450787887614764,0.20390171492464162,0.01716623248289717,0.10009720550846044,0.016919241833184318,0.42633994938788705,0.015485844438661132,0.1742432836628756,Link_Error_001_0_range10-flw0-rtt,L,L
7,0.15916674306890727,0.06999999999999999,0.08237394068839927,0.3833333333333333,0.07906025232419991,0.1633333333333333,0.0643173392003096,0.3566666666666667,Link_Error_001_0_range10-flw1-rtt,L,L
8,0.18822879806333132,0.2317786461527113,0.0974233135162627,0.44676173823638554,0.07401434954461847,0.10413243522802972,0.06928575737497476,0.3325519705669336,Link_Error_001_0_range10-flw2-rtt,L,L
15,0.1614979381015952,0.17666666666666664,0.11854434666086176,0.08333333333333331,0.1044618850241509,0.25666666666666665,0.08610327250587123,0.45,Link_Error_001_4_range10-flw0-rtt,L,L
16,0.14206378484138213,0.3516199953633044,0.11598964850483055,0.23106456838160003,0.08945297819596082,0.45878037490259715,0.08664911953937142,0.6061258967691247,Link_Error_001_4_range10-flw1-rtt,L,L
17,0.11874741206411113,0.0907142751309536,0.1123434864104161,0.2990211291353656,0.08297728872645521,0.17806876229409413,0.081577695346948,0.46029095159039424,Link_Error_001_4_range10-flw2-rtt,L,L
12,0.1524709650305119,0.03666666666666667,0.11467247206943314,0.3833333333333333,0.0932978864345907,0.17666666666666664,0.06930118916340686,0.8499999999999999,Link_Error_001_7_range10-flw0-rtt,L,L
13,0.10890694631466812,0.2243971027587681,0.08195456188054243,0.37176236427198894,0.0768348730457864,0.2913813125375048,0.07418826464050941,0.25788920764813644,Link_Error_001_7_range10-flw1-rtt,L,L
14,0.2024414945469904,0.03696015121137063,0.07662668642459773,0.21840089352173553,0.062010114670627725,0.2721611134655474,0.05703705042050815,0.1310405361130413,Link_Error_001_7_range10-flw2-rtt,L,L
3,0.5932059543533714,0.15,0.1702479013968319,0.2966666666666667,0.06460818655386034,0.45,0.03971551007361039,0.09666666666666665,Normal_2_range10-flw0-rtt,N,N
4,0.5853623927049689,0.15739180744833625,0.14627085038493953,0.3181323767572754,0.07103983438280981,0.48557046978742036,0.039771042370585236,0.6396135153751537,Normal_2_range10-flw1-rtt,N,N
5,0.5934730268525623,0.21829820562569252,0.14931628379421163,0.439954845184088,0.06500324620379361,0.6683283526078894,0.04079809059764006,0.8899849921662849,Normal_2_range10-flw2-rtt,N,N
24,0.47514759379101645,0.17666666666666664,0.07482971073828595,0.12333333333333332,0.06021444684103378,0.35,0.05331613438912524,0.08999999999999998,Normal_3_range10-flw0-rtt,N,N
25,0.4705268370365323,0.17744872460068428,0.07565931286046525,0.12387929830613809,0.06175766560499574,0.3515493600579594,0.051590208147347855,0.0903984068720467,Normal_3_range10-flw1-rtt,N,N
26,0.5874374736544345,0.1579206460849472,0.14860399598053747,0.31920130591638274,0.0701815476804463,0.4804819657478182,0.04152822250505162,0.6417626255792537,Normal_3_range10-flw2-rtt,N,N
9,0.573019601404037,0.18333333333333332,0.14915221481573446,0.37666666666666665,0.07002966154617847,0.5633333333333332,0.04563002246981991,0.7499999999999999,Normal_8_range10-flw0-rtt,N,N
10,0.47084373172932753,0.17744974054169443,0.07554722259333731,0.12388000754797536,0.06190093864184617,0.35155137277128146,0.05145621364172896,0.09039892442690094,Normal_8_range10-flw1-rtt,N,N
11,0.6003091705943192,0.17133899712866074,0.14581611644104106,0.34603758243631483,0.06793926794987856,0.520736167743969,0.06149181695773361,0.12430476262275388,Normal_8_range10-flw2-rtt,N,N
0,0.05222201997065502,1.6433333333333333,0.04123647239072019,1.5966666666666667,0.037999551094232385,0.35,0.03557203844539411,1.31,TCP_Congestion_4_range10-flw0-rtt,T,T
1,0.07252173928100025,0.793709719859652,0.0707434776947397,1.6443522044349752,0.07022053603354039,0.3047577405368284,0.06296919123011058,1.1754941420706237,TCP_Congestion_4_range10-flw1-rtt,T,T
2,0.10806043028683969,0.5004402698844147,0.05640709974150219,0.7892849894150165,0.05296209097813757,1.6491018289479706,0.03464252771406594,1.1721721757695351,TCP_Congestion_4_range10-flw2-rtt,T,T
21,0.11718951164775239,1.2033333333333334,0.07531400842587513,0.33,0.05654936524436616,0.5833333333333333,0.04629230996547338,0.6233333333333333,TCP_Congestion_6_range10-flw0-rtt,T,T
22,0.11619105617375924,1.2090649865061982,0.04739662445787437,0.3449686803604942,0.04344389802660894,0.49233394187371504,0.04191548638514017,0.2980797335153785,TCP_Congestion_6_range10-flw1-rtt,T,T
23,0.15313185103551968,1.2131280075535196,0.06610837472244101,1.0652675301785755,0.06472047396767876,0.5746395825253514,0.03430940271026404,0.15122094276982934,TCP_Congestion_6_range10-flw2-rtt,T,T
18,0.03868874171016264,0.36333333333333334,0.036956790128555295,1.15,0.035843934344662716,1.47,0.03102809755464583,0.5033333333333333,TCP_Congestion_8_range10-flw0-rtt,T,T
19,0.07875636434042621,0.3314386314758295,0.0647047834110999,0.41178739062148517,0.04333059499664158,0.25778560225897856,0.03810540497392022,0.37161301104865735,TCP_Congestion_8_range10-flw1-rtt,T,T
20,0.09184164888003142,1.4483605851954764,0.08824380385474799,0.3326860740936245,0.08633284483146193,0.28563955856523315,0.059053632237784294,0.6552907520025937,TCP_Congestion_8_range10-flw2-rtt,T,L
