0.138217 1
0.179149 1441
0.221234 4321
0.263319 7201
0.304209 10081
0.306599 12961
0.346293 15841
0.348684 18721
0.351074 21601
0.388378 24481
0.390769 27361
0.393159 30241
0.395549 33121
0.429447 36001
0.431837 38881
0.434228 41761
0.436618 44641
0.439008 47521
0.441399 50401
0.470679 53281
0.473069 56161
0.47546 59041
0.47785 61921
0.48024 64801
0.482631 67681
0.485021 70561
0.487412 73441
0.489802 76321
0.511911 79201
0.514301 82081
0.516692 84961
0.519082 87841
0.521472 90721
0.523863 93601
0.526253 96481
0.528644 99361
0.531034 102241
0.533424 105121
0.535815 108001
0.538205 110881
0.540596 113761
0.542986 116641
0.553996 119521
0.556386 122401
0.558776 125281
0.561167 128161
0.563557 131041
0.565948 133921
0.568338 136801
0.570728 139681
0.573119 142561
0.575509 145441
0.5779 148321
0.58029 151201
0.58268 154081
0.585071 156961
0.587461 159841
0.589997 162721
0.592388 165601
0.594778 168481
0.597168 171361
0.599559 174241
0.601949 177121
0.60434 180001
0.60673 182881
0.60912 185761
0.611511 188641
0.613901 191521
0.616292 194401
0.618682 197281
0.621072 200161
0.623463 203041
0.625853 205921
0.628244 208801
0.630634 211681
0.633024 214561
0.635415 217441
0.637805 220321
0.640196 223201
0.642586 226081
0.644976 228961
0.647367 231841
0.649757 234721
0.652148 237601
0.654538 240481
0.656928 243361
0.659319 246241
0.661709 249121
0.6641 252001
0.66649 254881
0.66888 257761
0.671271 260641
0.673661 263521
0.676052 266401
0.678442 269281
0.680972 272161
0.683362 275041
0.685752 277921
0.688143 280801
0.690533 283681
0.692924 286561
0.695314 289441
0.697704 292321
0.700095 295201
0.702485 298081
0.704876 300961
0.707266 303841
0.709656 306721
0.712047 309601
0.714437 312481
0.716828 315361
0.719218 318241
0.721608 321121
0.723999 324001
0.726389 326881
0.72878 329761
0.73117 332641
0.73356 335521
0.735951 338401
0.738341 341281
0.740732 344161
0.743122 347041
0.745512 349921
0.747903 352801
0.750293 355681
0.752684 358561
0.755074 361441
0.757464 364321
0.759855 367201
0.762245 370081
0.764636 372961
0.767026 375841
0.769416 378721
0.771807 381601
0.774197 384481
0.776588 387361
0.778978 390241
0.781368 393121
0.783759 396001
0.786149 398881
0.78854 401761
0.79093 404641
0.79332 407521
0.795711 410401
0.798101 413281
0.800491 416161
0.802882 419041
0.805272 421921
0.807663 424801
0.810053 427681
0.812443 430561
0.814834 433441
0.817224 436321
0.819615 439201
0.822005 442081
0.824395 444961
0.826786 447841
0.829176 450721
0.831567 453601
0.833957 456481
0.836347 459361
1.0288 581761
1.03238 643681
1.08375 757441
1.08614 760321
1.08853 763201
1.09092 766081
1.09332 768961
1.09571 771841
1.0981 774721
1.10049 777601
1.10288 780481
1.10527 783361
1.10766 786241
1.11005 789121
1.11244 792001
1.11483 794881
1.11722 797761
1.11961 800641
1.122 803521
1.12559 806401
1.12798 807841
1.13037 810721
1.13276 813601
1.13515 816481
1.13754 819361
1.13993 822241
1.14232 825121
1.14471 828001
1.1471 830881
1.14949 833761
1.15188 836641
1.15427 839521
1.15666 842401
1.15905 845281
1.16144 848161
1.16383 851041
1.16622 853921
1.16861 856801
1.171 859681
1.17339 862561
1.17578 865441
1.17817 868321
1.18056 871201
1.18296 874081
1.18536 875521
1.28216 993601
1.28455 996481
1.28694 999361
1.28933 1002241
1.29172 1005121
1.29411 1008001
1.2965 1010881
1.29889 1013761
1.30128 1016641
1.30367 1019521
1.30606 1022401
1.30845 1025281
1.31084 1028161
1.31323 1031041
1.31562 1033921
1.31801 1036801
1.3204 1039681
1.32279 1042561
1.32518 1045441
1.32757 1048321
1.32996 1051201
1.33236 1054081
1.33475 1056961
1.33714 1059841
1.33953 1062721
1.34192 1065601
1.34431 1068481
1.3467 1071361
1.34909 1074241
1.35148 1077121
1.35387 1080001
1.35626 1082881
1.35865 1085761
1.36104 1088641
1.36343 1091521
1.36582 1094401
1.36821 1097281
1.3706 1100161
1.37299 1103041
1.37538 1105921
1.37777 1108801
1.38016 1111681
1.38255 1114561
1.38494 1117441
1.38733 1120321
1.38972 1123201
1.39212 1126081
1.39451 1128961
1.3969 1131841
1.39929 1134721
1.40168 1137601
1.40407 1140481
1.40646 1143361
1.40885 1146241
1.41124 1149121
1.41363 1152001
1.41602 1154881
1.41841 1157761
1.4208 1160641
1.42319 1163521
1.42558 1166401
1.42797 1169281
1.43036 1172161
1.43275 1175041
1.43514 1177921
1.43753 1180801
1.43992 1183681
1.44231 1186561
1.4447 1189441
1.44709 1192321
1.44948 1195201
1.45187 1198081
1.45427 1200961
1.45666 1203841
1.45905 1206721
1.46144 1209601
1.46383 1212481
