0.178217 0.078
0.259149 0.078375
0.341234 0.0788281
0.423319 0.0792246
0.504209 0.0896965
0.506599 0.0888595
0.586293 0.088002
0.588684 0.0875018
0.591074 0.0871891
0.668378 0.0865404
0.670769 0.0862229
0.673159 0.08607
0.675549 0.0858113
0.749532 0.0948348
0.751922 0.0933555
0.754312 0.0921861
0.756703 0.0914128
0.759093 0.0907362
0.761484 0.0901442
0.830805 0.0982512
0.833196 0.0964698
0.835586 0.094911
0.837976 0.0937972
0.840367 0.0928225
0.842757 0.0919697
0.845148 0.0915985
0.847538 0.0911487
0.849928 0.0907551
0.912079 0.0982857
0.914469 0.0965
0.916859 0.0948125
0.91925 0.0937109
0.92164 0.0927471
0.924031 0.0920287
0.926421 0.0916501
0.928811 0.0911938
0.931202 0.0909196
0.933592 0.0909297
0.935983 0.0908134
0.938373 0.0908368
0.940763 0.0911072
0.943154 0.0914688
0.994547 0.0902852
0.996938 0.0894995
0.999328 0.0889371
1.00172 0.088445
1.00411 0.0883893
1.0065 0.0882157
1.00889 0.0880637
1.01128 0.0883057
1.01367 0.0883925
1.01606 0.0885935
1.01845 0.0890193
1.02084 0.0893919
1.02323 0.0897179
1.02562 0.0902531
1.02801 0.0908465
1.0304 0.0913657
1.03279 0.09207
1.03518 0.0926862
1.03757 0.0932255
1.03996 0.0939473
1.04236 0.0945789
1.07702 0.0931315
1.07941 0.0921151
1.0818 0.0912257
1.08419 0.0904475
1.08658 0.0900165
1.08897 0.0896395
1.09136 0.0893095
1.09375 0.0892708
1.09614 0.089362
1.09853 0.0894417
1.10092 0.0897615
1.10331 0.0900413
1.1057 0.0902862
1.10809 0.0908754
1.11048 0.091266
1.11287 0.0916077
1.11526 0.0922818
1.11765 0.0928715
1.12004 0.0933876
1.12243 0.0940891
1.12482 0.094703
1.12721 0.0952401
1.1296 0.0959601
1.132 0.0965901
1.13439 0.0972663
1.13678 0.098108
1.13917 0.0988445
1.14156 0.099489
1.14395 0.100303
1.14634 0.10114
1.14873 0.101747
1.15829 0.103529
1.16068 0.100963
1.16307 0.0988426
1.16546 0.0972372
1.16785 0.0958326
1.17024 0.0946035
1.17263 0.0937781
1.17502 0.0931808
1.17741 0.0926582
1.1798 0.0924509
1.18219 0.0922696
1.18458 0.0921109
1.18697 0.092222
1.18936 0.0923193
1.19176 0.0924043
1.19415 0.0928538
1.19654 0.0932471
1.19893 0.0934662
1.20132 0.0940329
1.20371 0.0945288
1.2061 0.0949627
1.20849 0.0955924
1.21088 0.0961433
1.21327 0.0967504
1.21566 0.0975316
1.21805 0.0982152
1.22044 0.0988133
1.22283 0.0995866
1.22522 0.100263
1.22761 0.100855
1.23 0.101748
1.23239 0.10253
1.23478 0.103089
1.23717 0.103953
1.23956 0.104708
1.24195 0.10537
1.24434 0.106324
1.24673 0.107033
1.24912 0.107779
1.25152 0.108682
1.25391 0.109346
1.2563 0.110053
1.25869 0.110922
1.26108 0.111806
1.26347 0.112456
1.26586 0.113274
1.26825 0.114114
1.27064 0.11385
1.27303 0.113994
1.27542 0.11412
1.27781 0.114105
1.2802 0.114467
1.28259 0.114783
1.28498 0.11506
1.28737 0.115678
1.28976 0.116093
1.29215 0.116581
