Time	size	received	dropped
1	0	428	0
2	0	1124	0
3	0	1877	0
4	0	2441	0
5	0	2928	0
6	0	3362	0
7	0	4145	0
8	1	4972	0
9	0	5683	0
10	0	6295	0
11	0	6776	0
12	0	7288	0
13	0	7962	0
14	0	8487	0
15	1	9039	0
16	0	9746	0
17	0	10316	0
18	2	10871	0
19	0	11625	0
20	0	12266	0
21	0	12813	0
22	0	13524	0
23	0	14160	0
24	0	14704	0
25	0	15443	0
26	0	16178	0
27	0	16744	0
28	0	17224	0
29	0	17674	0
30	1	18311	0
