Time	size	received	dropped
1	40	872	0
2	33	2539	0
3	22	4201	0
4	37	5889	0
5	28	7554	0
6	40	9239	0
7	17	10863	0
8	40	12559	0
9	22	14215	0
10	40	15906	0
11	33	17573	0
12	27	19240	0
13	40	20926	0
14	32	22592	0
15	31	24264	0
16	40	25946	0
17	30	27610	0
18	15	29268	0
19	40	30966	0
20	23	32623	0
21	40	34313	0
22	39	35986	0
23	23	37643	0
24	40	39333	0
25	36	41003	0
26	15	42655	0
27	39	44352	0
28	31	46018	0
29	23	47683	0
30	40	49373	0
