,amplitude_1,frequency_1,amplitude_2,frequency_2,amplitude_3,frequency_3,amplitude_4,frequency_4,amplitude_5,frequency_5,name,label,pred
9,0.14321886591340707,0.016666666666666666,0.10233239669271624,0.10999999999999999,0.10086061199927353,0.18333333333333332,0.07010942238978199,1.3966666666666667,0.05520735200366558,0.06333333333333332,Link_Error_0_range100-flw0-rtt,L,L
10,0.1563471072105518,2.867224084092094,0.06573324616320073,0.03018130614833783,0.05545226596194661,0.1844413153509534,0.04466557363740065,2.920879739466917,0.03787110860033116,0.07042304767945494,Link_Error_0_range100-flw1-rtt,L,L
11,0.16437902124210296,4.995983114725573,0.16001802903668066,0.11147223988231503,0.1536198212202101,0.08444866657751138,0.09880314451506389,0.1722752798181232,0.09449762344594967,0.19929885312292686,Link_Error_0_range100-flw2-rtt,L,L
12,0.10075525543649647,0.29,0.09958008905983778,0.06333333333333332,0.09233941665695515,0.21666666666666665,0.09112585170970765,0.1433333333333333,0.08482021668877626,0.08333333333333331,Link_Error_7_range100-flw0-rtt,L,L
13,0.1380864719373661,0.16459737533697114,0.12547236088114075,0.28552605925801117,0.12416509851800277,0.0638234720694378,0.1230320884648358,0.21162519686182005,0.11618325823410983,0.24521649795099784,Link_Error_7_range100-flw1-rtt,L,L
14,0.14058111872541215,1.2657893295174678,0.13297643124606615,0.037129820332512393,0.12042479577666072,0.12489121384572349,0.10099847944180941,4.256427585390738,0.0914030025027942,4.377943361024415,Link_Error_7_range100-flw2-rtt,L,L
15,0.26835606543167206,0.10333333333333332,0.226671933517612,0.1433333333333333,0.2092550268633038,0.18333333333333332,0.17107450486722714,0.06333333333333332,0.14215629130887533,0.25666666666666665,Link_Error_9_range100-flw0-rtt,L,L
16,0.5543823633143998,0.06378882166703492,0.49327179140197497,0.016786532017640767,0.4227038502423348,0.09736188570231646,0.0594594991117721,0.2450833674575552,0.058070568084507876,0.27865643149283675,Link_Error_9_range100-flw1-rtt,L,L
17,0.2612803663129507,0.1250769772734794,0.23563486815717824,0.09127238882118767,0.18480349260156165,0.17240340110668784,0.18040176054509735,0.04394596498797925,0.08038602163252284,0.9093434293666477,Link_Error_9_range100-flw2-rtt,L,L
18,0.5656066761898765,0.10999999999999999,0.2154217819920793,0.22999999999999998,0.11382023037530228,0.3433333333333333,0.06193559030594844,0.45,0.034064853226393514,0.5633333333333332,Normal_3_range100-flw0-rtt,N,N
19,0.6039717878451101,0.050512222560354786,0.15924056262084604,0.09765696361668591,0.04675232997588344,0.17174155670520627,0.03983874138248816,4.791926180225657,0.03925334178404339,4.832335958273941,Normal_3_range100-flw1-rtt,N,N
20,0.5988103503941775,0.05067262333488493,0.07611462586373505,0.09796707178077754,0.04757270579685658,0.1722869193386088,0.04633111447151416,4.969295261707716,0.041077517589022186,4.928757163039808,Normal_3_range100-flw2-rtt,N,N
24,0.5822718280148793,0.18333333333333332,0.1465936721760226,0.37666666666666665,0.06022506104430868,0.5633333333333332,0.03944046218472838,0.13666666666666666,0.036296988812951285,0.7566666666666666,Normal_5_range100-flw0-rtt,N,N
25,0.7083118274527103,0.0503562148280723,0.1515712735387417,0.09735534866760645,0.07280955060283822,0.14435448250714059,0.04692881834695035,0.19806777832375105,0.03825050881547659,0.2450669121632852,Normal_5_range100-flw1-rtt,N,N
26,0.7049712537162663,0.07067427260944863,0.17600828685300157,0.1312522205604046,0.05294134618273367,0.1985610516170223,0.020115450838247617,0.40721842789253726,0.018452600575001542,0.3466404799415813,Normal_5_range100-flw2-rtt,N,N
6,0.7297765628848887,0.03666666666666667,0.061363322124792716,0.10999999999999999,0.02016364937956668,0.2033333333333333,0.017463305081341484,0.17666666666666664,0.01308535592040605,0.2833333333333333,Normal_9_range100-flw0-rtt,N,N
7,0.7600128356048388,0.0369626351106122,0.07890803327826038,0.084005988887755,0.025907393112069636,0.1579312591089794,0.0075951054161790136,0.2587384457742854,0.0063610076091976525,0.23185652933020381,Normal_9_range100-flw1-rtt,N,N
8,0.7534007711551179,0.03707725649739314,0.09934648473607088,0.09100781140269226,0.03511728317828762,0.15842100503431616,0.02332708387784637,0.1988689212132905,0.011216775479503022,0.259540795481752,Normal_9_range100-flw2-rtt,N,N
3,0.20008232378626029,0.23666666666666664,0.10930367376002684,0.12333333333333332,0.07453743307458867,0.35,0.05335656657902379,0.16999999999999998,0.05113312393209634,0.43,TCP_Congestion_1_range100-flw0-rtt,T,T
4,0.20272788765461064,0.2324344956641366,0.17456029151867586,0.1179015557716635,0.12288712267874208,0.34023020379822894,0.0602699188216943,1.067851233703352,0.05003359110307204,0.1650621780803289,TCP_Congestion_1_range100-flw1-rtt,T,T
5,0.27848643107671545,0.11789361300572697,0.21983379792001423,0.06399938991739464,0.12691089693728574,0.23241883706843317,0.07825027601862697,0.34694406113113935,0.05503257383437411,0.1717878360940593,TCP_Congestion_1_range100-flw2-rtt,T,L
21,0.3480087637492762,0.21,0.16033582763850587,0.04333333333333333,0.07574902321880395,0.12999999999999998,0.07484853738085556,0.08333333333333331,0.042997586029696604,0.29,TCP_Congestion_3_range100-flw0-rtt,T,T
22,0.33307771022951943,0.21165241982715527,0.1389801526016023,0.043674308853222515,0.08178928319079123,0.09742730436488099,0.04808191163475974,0.12430380212071022,0.03799484838794776,0.4602600240685757,TCP_Congestion_3_range100-flw1-rtt,T,T
23,0.28059072254426753,0.21223709929425102,0.13604638756206586,0.06400801407286935,0.08593635755846835,0.11117181391603626,0.05681618484487207,0.25266321344553694,0.05075521302017446,0.2930893275968228,TCP_Congestion_3_range100-flw2-rtt,T,T
