,amplitude_1,frequency_1,amplitude_2,frequency_2,amplitude_3,frequency_3,amplitude_4,frequency_4,amplitude_5,frequency_5,name,label,pred
9,0.19880173442030677,0.16426535855121713,0.18189155744943694,0.1106276904528605,0.13465677712463156,0.20449360962498458,0.12492523628068164,0.23801715218645744,0.11494789816491638,0.28495011177251944,Link_Error_2_range100-flw0-rtt,L,L
10,0.1395986058066504,0.27,0.07330259370892016,0.5099999999999999,0.06320310188800703,4.076666666666666,0.05700595220661724,0.11666666666666665,0.03985907695783343,0.1633333333333333,Link_Error_2_range100-flw1-rtt,L,T
11,0.13318078291603877,0.1990836550530823,0.13074873190819397,0.11810047333657425,0.11787195675237996,0.33405562458059573,0.11509402283708801,0.246323844387712,0.10776799111661614,0.16534066267120395,Link_Error_2_range100-flw2-rtt,L,L
18,0.18092502010330644,0.06999999999999999,0.16222027070686829,0.1433333333333333,0.13495437339613622,0.24999999999999997,0.12877583717758423,0.10333333333333332,0.10482199062861798,0.17666666666666664,Link_Error_4_range100-flw0-rtt,L,L
19,0.1332170679221559,0.11082831977919774,0.11851456339254038,0.19143073416406883,0.10459389922215796,0.06381024472135627,0.10115480102343244,0.26531628068353397,0.1000299651050551,0.22501507349109845,Link_Error_4_range100-flw1-rtt,L,L
20,0.2709516716012675,1.6085637370449497,0.1367068472826151,0.043839263273761725,0.049164997200957586,1.5613522227501293,0.02913908882026476,0.1854738061582227,0.024421688486133263,1.5208852104974262,Link_Error_4_range100-flw2-rtt,L,L
24,0.08546828916763076,0.08999999999999998,0.07422081278496431,0.049999999999999996,0.06606386629805683,0.33,0.05519840130039218,0.1633333333333333,0.050003967332130125,0.13666666666666666,Link_Error_6_range100-flw0-rtt,L,L
25,0.14377016122084316,1.8707733578900603,0.09003671362851552,1.763296252948441,0.05423100119728338,0.04366257388253282,0.0478757858048335,1.9177945913020187,0.04451985825446457,1.8103174863603995,Link_Error_6_range100-flw1-rtt,L,T
26,0.14973104285609642,0.12474804687546096,0.142087340066054,0.15846373522018015,0.13919476883359502,0.21240883657173085,0.08428633879458351,0.28658335093011306,0.045427684664863036,1.0890167335344296,Link_Error_6_range100-flw2-rtt,L,T
3,0.5913234619057609,0.16999999999999998,0.1359556343947918,0.3433333333333333,0.05906449420270504,0.5099999999999999,0.04673065885374595,0.11666666666666665,0.033841687801670926,0.6833333333333332,Normal_0_range100-flw0-rtt,N,N
4,0.5873707475548264,0.16407834198366628,0.13375698123469723,0.3382022967418427,0.05780452429857979,0.5123262515000193,0.045834095274177526,0.11719881570261878,0.033630561847405795,0.679753131075189,Normal_0_range100-flw1-rtt,N,N
5,0.6935868040216379,0.07066951592694025,0.12615768392123564,0.13124338672146044,0.11961179095212886,0.14470424689802047,0.05574771477393803,0.19854768760426067,0.022575805783567257,0.36680843981126127,Normal_0_range100-flw2-rtt,N,N
0,0.7492723637805765,0.03666666666666667,0.08679375786734767,0.08999999999999998,0.03318657704630082,0.15666666666666665,0.014526008146323275,0.26333333333333336,0.014482459336125509,0.19666666666666666,Normal_6_range100-flw0-rtt,N,N
1,0.5763260104956006,0.1239623056761033,0.20805787972856576,0.24457427876636598,0.10049374752417953,0.3651862518566286,0.05295819538805671,0.4857982249468913,0.03338340988885977,0.17086696187787212,Normal_6_range100-flw1-rtt,N,N
2,0.7730777977009231,0.04379495699722641,0.1366745591235049,0.0909587568403933,0.0568293324104331,0.1381225566835602,0.028948507458662724,0.19202404221860808,0.023309271681978314,0.232450156369894,Normal_6_range100-flw2-rtt,N,N
21,0.6965826886089571,0.049999999999999996,0.18595830288125717,0.10333333333333332,0.08712999170503162,0.15,0.05859064621912913,0.2033333333333333,0.03724898122610138,0.24999999999999997,Normal_8_range100-flw0-rtt,N,N
22,0.7021730712345211,0.06373746497919827,0.19345692806662457,0.12412032653843873,0.046616320149437306,0.19121239493759482,0.022502027325027412,0.32539653173590694,0.016304800510008065,0.2515952564968353,Normal_8_range100-flw1-rtt,N,N
23,0.5863824474941385,0.043937053343942656,0.22463567763059014,0.09801342669033362,0.06891200308495746,0.14533025336842573,0.034864546409884345,0.2940402800710009,0.030667242283356298,0.25348300006120766,Normal_8_range100-flw2-rtt,N,N
15,0.20008232378626029,0.23666666666666664,0.10930367376002684,0.12333333333333332,0.07453743307458867,0.35,0.05335656657902379,0.16999999999999998,0.05113312393209634,0.43,TCP_Congestion_1_range100-flw0-rtt,T,T
16,0.20272788765461064,0.2324344956641366,0.17456029151867586,0.1179015557716635,0.12288712267874208,0.34023020379822894,0.0602699188216943,1.067851233703352,0.05003359110307204,0.1650621780803289,TCP_Congestion_1_range100-flw1-rtt,T,T
17,0.27848643107671545,0.11789361300572697,0.21983379792001423,0.06399938991739464,0.12691089693728574,0.23241883706843317,0.07825027601862697,0.34694406113113935,0.05503257383437411,0.1717878360940593,TCP_Congestion_1_range100-flw2-rtt,T,L
6,0.3017883227294878,0.2966666666666667,0.08300362871471019,0.06999999999999999,0.05258775020765091,0.24333333333333332,0.04918146763525824,0.15666666666666665,0.03945896417337375,0.19666666666666666,TCP_Congestion_5_range100-flw0-rtt,T,T
7,0.30457718164917175,0.2931485818869961,0.09044858685745275,1.0209657507098828,0.08728184087548375,0.25271429473016904,0.06152394041314699,0.07749905038391851,0.04234395025759882,0.20554095971387082,TCP_Congestion_5_range100-flw1-rtt,T,T
8,0.2255623373433975,0.12439574347351846,0.18556844000268716,0.2857740052770019,0.16392196901407968,0.16474030892438932,0.15923214378346837,0.08405117802264761,0.12225477916753401,0.24542943982613102,TCP_Congestion_5_range100-flw2-rtt,T,L
12,0.32627116386908606,0.1633333333333333,0.09640398989508471,0.12333333333333332,0.08393320376668324,0.24333333333333332,0.07357819003030944,0.2033333333333333,0.0583631409407377,0.36333333333333334,TCP_Congestion_7_range100-flw0-rtt,T,T
13,0.41597018816862164,0.16482897496930735,0.13068195459184972,0.1177349821209338,0.08472975106747362,0.08409641580066701,0.0585938569046304,0.24556153413794765,0.0482850118985389,0.3666603728909082,TCP_Congestion_7_range100-flw1-rtt,T,T
14,0.3978678030811263,0.165173459267871,0.07017222712460998,0.36068490085024885,0.06250026845025451,0.09101394694352075,0.05222517731431333,0.24607474543988944,0.0371511177836857,0.11798104233419356,TCP_Congestion_7_range100-flw2-rtt,T,T
