,amplitude_1,frequency_1,amplitude_2,frequency_2,amplitude_3,frequency_3,amplitude_4,frequency_4,amplitude_5,frequency_5,name,label,pred
9,0.0982956632979905,0.5299999999999999,0.09740887078060283,0.2966666666666667,0.09614394291937596,0.37666666666666665,0.08940602500940223,0.12999999999999998,0.08658698774679828,0.2233333333333333,Link_Error_1_range100-flw0-rtt,L,T
10,0.14768014084491662,2.1113204268438714,0.09006336093992386,0.08391575623385818,0.07413271419817553,2.0710408638516196,0.04230186047818247,0.13090857972481873,0.03683741361849113,0.24503400820286586,Link_Error_1_range100-flw1-rtt,L,L
11,0.15310010208740865,0.06407709108082978,0.1430152927922262,0.1382716175954748,0.12904484559629567,0.10454683281609069,0.09094849650463403,0.1787413593307357,0.08206550076804099,0.21246614411011977,Link_Error_1_range100-flw2-rtt,L,T
24,0.18092502010330644,0.06999999999999999,0.16222027070686829,0.1433333333333333,0.13495437339613622,0.24999999999999997,0.12877583717758423,0.10333333333333332,0.10482199062861798,0.17666666666666664,Link_Error_4_range100-flw0-rtt,L,L
25,0.1332170679221559,0.11082831977919774,0.11851456339254038,0.19143073416406883,0.10459389922215796,0.06381024472135627,0.10115480102343244,0.26531628068353397,0.1000299651050551,0.22501507349109845,Link_Error_4_range100-flw1-rtt,L,L
26,0.2709516716012675,1.6085637370449497,0.1367068472826151,0.043839263273761725,0.049164997200957586,1.5613522227501293,0.02913908882026476,0.1854738061582227,0.024421688486133263,1.5208852104974262,Link_Error_4_range100-flw2-rtt,L,N
6,0.10075525543649647,0.29,0.09958008905983778,0.06333333333333332,0.09233941665695515,0.21666666666666665,0.09112585170970765,0.1433333333333333,0.08482021668877626,0.08333333333333331,Link_Error_7_range100-flw0-rtt,L,L
7,0.1380864719373661,0.16459737533697114,0.12547236088114075,0.28552605925801117,0.12416509851800277,0.0638234720694378,0.1230320884648358,0.21162519686182005,0.11618325823410983,0.24521649795099784,Link_Error_7_range100-flw1-rtt,L,L
8,0.14058111872541215,1.2657893295174678,0.13297643124606615,0.037129820332512393,0.12042479577666072,0.12489121384572349,0.10099847944180941,4.256427585390738,0.0914030025027942,4.377943361024415,Link_Error_7_range100-flw2-rtt,L,L
0,0.5913234619057609,0.16999999999999998,0.1359556343947918,0.3433333333333333,0.05906449420270504,0.5099999999999999,0.04673065885374595,0.11666666666666665,0.033841687801670926,0.6833333333333332,Normal_0_range100-flw0-rtt,N,N
1,0.5873707475548264,0.16407834198366628,0.13375698123469723,0.3382022967418427,0.05780452429857979,0.5123262515000193,0.045834095274177526,0.11719881570261878,0.033630561847405795,0.679753131075189,Normal_0_range100-flw1-rtt,N,N
2,0.6935868040216379,0.07066951592694025,0.12615768392123564,0.13124338672146044,0.11961179095212886,0.14470424689802047,0.05574771477393803,0.19854768760426067,0.022575805783567257,0.36680843981126127,Normal_0_range100-flw2-rtt,N,N
18,0.5910948876939286,0.1633333333333333,0.12106639484144165,0.33,0.06152007618549236,0.49666666666666665,0.04441874531303463,0.6633333333333332,0.03975530238684922,0.11666666666666665,Normal_4_range100-flw0-rtt,N,N
19,0.7060268862938665,0.07044194572327324,0.18114752819289218,0.1241119996076719,0.05064227603295775,0.19790832369872005,0.01950421983911164,0.33879221514526653,0.01776831533833305,0.4058797825007649,Normal_4_range100-flw1-rtt,N,N
20,0.5980671775216073,0.151210779997959,0.16257197219584493,0.3057817995514282,0.06954234856513265,0.4603528191048974,0.044974865107317394,0.6149238386583666,0.04420311415759257,0.10416742622081619,Normal_4_range100-flw2-rtt,N,N
12,0.5822718280148793,0.18333333333333332,0.1465936721760226,0.37666666666666665,0.06022506104430868,0.5633333333333332,0.03944046218472838,0.13666666666666666,0.036296988812951285,0.7566666666666666,Normal_5_range100-flw0-rtt,N,N
13,0.7083118274527103,0.0503562148280723,0.1515712735387417,0.09735534866760645,0.07280955060283822,0.14435448250714059,0.04692881834695035,0.19806777832375105,0.03825050881547659,0.2450669121632852,Normal_5_range100-flw1-rtt,N,N
14,0.7049712537162663,0.07067427260944863,0.17600828685300157,0.1312522205604046,0.05294134618273367,0.1985610516170223,0.020115450838247617,0.40721842789253726,0.018452600575001542,0.3466404799415813,Normal_5_range100-flw2-rtt,N,N
21,0.3480087637492762,0.21,0.16033582763850587,0.04333333333333333,0.07574902321880395,0.12999999999999998,0.07484853738085556,0.08333333333333331,0.042997586029696604,0.29,TCP_Congestion_3_range100-flw0-rtt,T,T
