,amplitude_1,frequency_1,amplitude_2,frequency_2,amplitude_3,frequency_3,amplitude_4,frequency_4,amplitude_5,frequency_5,name,label,pred
9,0.0982956632979905,0.5299999999999999,0.09740887078060283,0.2966666666666667,0.09614394291937596,0.37666666666666665,0.08940602500940223,0.12999999999999998,0.08658698774679828,0.2233333333333333,Link_Error_1_range100-flw0-rtt,L,L
10,0.14768014084491662,2.1113204268438714,0.09006336093992386,0.08391575623385818,0.07413271419817553,2.0710408638516196,0.04230186047818247,0.13090857972481873,0.03683741361849113,0.24503400820286586,Link_Error_1_range100-flw1-rtt,L,L
11,0.15310010208740865,0.06407709108082978,0.1430152927922262,0.1382716175954748,0.12904484559629567,0.10454683281609069,0.09094849650463403,0.1787413593307357,0.08206550076804099,0.21246614411011977,Link_Error_1_range100-flw2-rtt,L,L
21,0.10075525543649647,0.29,0.09958008905983778,0.06333333333333332,0.09233941665695515,0.21666666666666665,0.09112585170970765,0.1433333333333333,0.08482021668877626,0.08333333333333331,Link_Error_7_range100-flw0-rtt,L,L
22,0.1380864719373661,0.16459737533697114,0.12547236088114075,0.28552605925801117,0.12416509851800277,0.0638234720694378,0.1230320884648358,0.21162519686182005,0.11618325823410983,0.24521649795099784,Link_Error_7_range100-flw1-rtt,L,L
23,0.14058111872541215,1.2657893295174678,0.13297643124606615,0.037129820332512393,0.12042479577666072,0.12489121384572349,0.10099847944180941,4.256427585390738,0.0914030025027942,4.377943361024415,Link_Error_7_range100-flw2-rtt,L,L
18,0.26835606543167206,0.10333333333333332,0.226671933517612,0.1433333333333333,0.2092550268633038,0.18333333333333332,0.17107450486722714,0.06333333333333332,0.14215629130887533,0.25666666666666665,Link_Error_9_range100-flw0-rtt,L,L
19,0.5543823633143998,0.06378882166703492,0.49327179140197497,0.016786532017640767,0.4227038502423348,0.09736188570231646,0.0594594991117721,0.2450833674575552,0.058070568084507876,0.27865643149283675,Link_Error_9_range100-flw1-rtt,L,L
20,0.2612803663129507,0.1250769772734794,0.23563486815717824,0.09127238882118767,0.18480349260156165,0.17240340110668784,0.18040176054509735,0.04394596498797925,0.08038602163252284,0.9093434293666477,Link_Error_9_range100-flw2-rtt,L,L
0,0.5910948876939286,0.1633333333333333,0.12106639484144165,0.33,0.06152007618549236,0.49666666666666665,0.04441874531303463,0.6633333333333332,0.03975530238684922,0.11666666666666665,Normal_4_range100-flw0-rtt,N,N
1,0.7060268862938665,0.07044194572327324,0.18114752819289218,0.1241119996076719,0.05064227603295775,0.19790832369872005,0.01950421983911164,0.33879221514526653,0.01776831533833305,0.4058797825007649,Normal_4_range100-flw1-rtt,N,N
2,0.5980671775216073,0.151210779997959,0.16257197219584493,0.3057817995514282,0.06954234856513265,0.4603528191048974,0.044974865107317394,0.6149238386583666,0.04420311415759257,0.10416742622081619,Normal_4_range100-flw2-rtt,N,N
12,0.7492723637805765,0.03666666666666667,0.08679375786734767,0.08999999999999998,0.03318657704630082,0.15666666666666665,0.014526008146323275,0.26333333333333336,0.014482459336125509,0.19666666666666666,Normal_6_range100-flw0-rtt,N,N
13,0.5763260104956006,0.1239623056761033,0.20805787972856576,0.24457427876636598,0.10049374752417953,0.3651862518566286,0.05295819538805671,0.4857982249468913,0.03338340988885977,0.17086696187787212,Normal_6_range100-flw1-rtt,N,N
14,0.7730777977009231,0.04379495699722641,0.1366745591235049,0.0909587568403933,0.0568293324104331,0.1381225566835602,0.028948507458662724,0.19202404221860808,0.023309271681978314,0.232450156369894,Normal_6_range100-flw2-rtt,N,N
6,0.6577600027612178,0.04333333333333333,0.2213637445159273,0.08999999999999998,0.08093033769873711,0.13666666666666666,0.027492325433688736,0.2833333333333333,0.023941791465562128,0.24333333333333332,Normal_7_range100-flw0-rtt,N,N
7,0.7760470411999851,0.043647914034291746,0.13427112129073682,0.09065335991737516,0.055641753096946245,0.13765880580045858,0.030092065740837465,0.19137931538112535,0.02249046839014658,0.23166969756662542,Normal_7_range100-flw1-rtt,N,N
8,0.592135322310768,0.19817422423104455,0.12365686105022146,0.39298956330563073,0.06478003984614351,0.5945226726931336,0.042444988961248944,0.7960557820806367,0.03374711772461441,0.14443206172771042,Normal_7_range100-flw2-rtt,N,N
15,0.3694904311485708,0.06333333333333332,0.1347166311775862,0.12999999999999998,0.042511432234834175,0.2233333333333333,0.03933615790450377,0.27,0.03714449198439984,0.43,TCP_Congestion_0_range100-flw0-rtt,T,T
16,0.2835015470128425,0.20540253796049354,0.1272450993496714,0.34682723622837436,0.09319554928213297,0.2794821418150978,0.06828089343072641,0.07744685857526806,0.058923700661734524,1.1145613125397271,TCP_Congestion_0_range100-flw1-rtt,T,T
17,0.2040324349654924,0.19844084022811548,0.17962206541982076,0.15135318322483385,0.12894956015901005,0.2858893460913528,0.12155264035973533,0.3397038112379604,0.08242443446829843,0.05045106107494462,TCP_Congestion_0_range100-flw2-rtt,T,T
24,0.13003774150734174,0.15,0.1180354227613141,0.4633333333333333,0.10696874489086707,0.10333333333333332,0.09728485451206396,0.18333333333333332,0.08469175289039617,0.37,TCP_Congestion_2_range100-flw0-rtt,T,L
25,0.13094347227582695,0.45982747474531854,0.09609910807754109,0.3792737565417591,0.08916197887534628,0.097335742829301,0.07102648914638209,0.16446384133226719,0.07008640600526483,0.24501755953582663,TCP_Congestion_2_range100-flw1-rtt,T,T
26,0.21083390279617126,0.44938834698173047,0.11743822409818888,0.25341448138067507,0.08408660279642431,0.10474465230401236,0.0699058654052643,0.17232184733885905,0.05357876937083634,0.28044535939461374,TCP_Congestion_2_range100-flw2-rtt,T,T
3,0.3017883227294878,0.2966666666666667,0.08300362871471019,0.06999999999999999,0.05258775020765091,0.24333333333333332,0.04918146763525824,0.15666666666666665,0.03945896417337375,0.19666666666666666,TCP_Congestion_5_range100-flw0-rtt,T,T
4,0.30457718164917175,0.2931485818869961,0.09044858685745275,1.0209657507098828,0.08728184087548375,0.25271429473016904,0.06152394041314699,0.07749905038391851,0.04234395025759882,0.20554095971387082,TCP_Congestion_5_range100-flw1-rtt,T,T
5,0.2255623373433975,0.12439574347351846,0.18556844000268716,0.2857740052770019,0.16392196901407968,0.16474030892438932,0.15923214378346837,0.08405117802264761,0.12225477916753401,0.24542943982613102,TCP_Congestion_5_range100-flw2-rtt,T,L
