,amplitude_1,frequency_1,amplitude_2,frequency_2,amplitude_3,frequency_3,amplitude_4,frequency_4,amplitude_5,frequency_5,name,label,pred
21,0.14321886591340707,0.016666666666666666,0.10233239669271624,0.10999999999999999,0.10086061199927353,0.18333333333333332,0.07010942238978199,1.3966666666666667,0.05520735200366558,0.06333333333333332,Link_Error_0_range100-flw0-rtt,L,L
22,0.1563471072105518,2.867224084092094,0.06573324616320073,0.03018130614833783,0.05545226596194661,0.1844413153509534,0.04466557363740065,2.920879739466917,0.03787110860033116,0.07042304767945494,Link_Error_0_range100-flw1-rtt,L,T
23,0.16437902124210296,4.995983114725573,0.16001802903668066,0.11147223988231503,0.1536198212202101,0.08444866657751138,0.09880314451506389,0.1722752798181232,0.09449762344594967,0.19929885312292686,Link_Error_0_range100-flw2-rtt,L,L
24,0.18092502010330644,0.06999999999999999,0.16222027070686829,0.1433333333333333,0.13495437339613622,0.24999999999999997,0.12877583717758423,0.10333333333333332,0.10482199062861798,0.17666666666666664,Link_Error_4_range100-flw0-rtt,L,L
25,0.1332170679221559,0.11082831977919774,0.11851456339254038,0.19143073416406883,0.10459389922215796,0.06381024472135627,0.10115480102343244,0.26531628068353397,0.1000299651050551,0.22501507349109845,Link_Error_4_range100-flw1-rtt,L,L
26,0.2709516716012675,1.6085637370449497,0.1367068472826151,0.043839263273761725,0.049164997200957586,1.5613522227501293,0.02913908882026476,0.1854738061582227,0.024421688486133263,1.5208852104974262,Link_Error_4_range100-flw2-rtt,L,T
9,0.08546828916763076,0.08999999999999998,0.07422081278496431,0.049999999999999996,0.06606386629805683,0.33,0.05519840130039218,0.1633333333333333,0.050003967332130125,0.13666666666666666,Link_Error_6_range100-flw0-rtt,L,L
10,0.14377016122084316,1.8707733578900603,0.09003671362851552,1.763296252948441,0.05423100119728338,0.04366257388253282,0.0478757858048335,1.9177945913020187,0.04451985825446457,1.8103174863603995,Link_Error_6_range100-flw1-rtt,L,T
11,0.14973104285609642,0.12474804687546096,0.142087340066054,0.15846373522018015,0.13919476883359502,0.21240883657173085,0.08428633879458351,0.28658335093011306,0.045427684664863036,1.0890167335344296,Link_Error_6_range100-flw2-rtt,L,L
0,0.5913234619057609,0.16999999999999998,0.1359556343947918,0.3433333333333333,0.05906449420270504,0.5099999999999999,0.04673065885374595,0.11666666666666665,0.033841687801670926,0.6833333333333332,Normal_0_range100-flw0-rtt,N,N
