1	1.30176
2	8.1216
3	5.05728
4	5.3568
5	5.84064
6	6.54336
7	7.15392
8	7.64928
9	8.04096
10	8.57088
11	8.05248
12	4.97664
13	5.472
14	6.25536
15	6.78528
16	7.28064
17	5.28768
18	4.41216
19	4.97664
20	5.54112
21	6.12864
22	6.77376
23	7.28064
24	7.70688
25	8.07552
26	8.65152
27	7.72992
28	5.2992
29	5.67936
30	6.43968
