Time	size	received	dropped
1	0	124	0
2	0	847	0
3	0	1270	0
4	0	1735	0
5	0	2242	0
6	0	2810	0
7	0	3431	0
8	0	4096	0
9	2	4797	0
10	1	5540	0
11	0	6230	0
12	0	6668	0
13	0	7143	0
14	0	7686	0
15	1	8278	0
16	0	8908	0
17	0	9360	0
18	0	9750	0
19	0	10179	0
20	0	10662	0
21	0	11195	0
22	0	11782	0
23	0	12415	0
24	0	13085	0
25	7	13794	0
26	3	14541	0
27	1	15207	0
28	0	15662	0
29	0	16159	0
30	0	16720	0
