Time	size	received	dropped
1	0	182	0
2	0	1018	0
3	0	1855	0
4	0	2654	0
5	0	3415	0
6	0	4246	0
7	0	5083	0
8	0	5919	0
9	0	6756	0
10	1	7593	0
11	0	8429	0
12	0	9266	0
13	0	10102	0
14	0	10939	0
15	0	11766	0
16	0	12505	0
17	0	13330	0
18	0	14166	0
19	0	15003	0
20	0	15840	0
21	0	16676	0
22	0	17513	0
23	0	18349	0
24	0	19186	0
25	0	20023	0
26	0	20859	0
27	0	21602	0
28	0	22414	0
29	0	23250	0
30	0	24087	0
