,0,1,2,3,4,5,6,7,8,9,name,label,pred
21,0.3338180001973678,0.056666666666666664,0.3154242837287874,0.10333333333333332,0.22150939900119834,0.15666666666666665,0.09148053188169347,0.2033333333333333,30240.0,2336.0,Link_Error_1_range10-flw0-rtt,L,L
22,0.4280303726721927,0.01674156676220409,0.14420768023109265,0.07031458040125718,0.09965129312065314,0.331483021891641,0.09128277460543449,0.25782012813794297,30240.0,2336.0,Link_Error_1_range10-flw1-rtt,L,L
23,0.24473063734815306,0.04367137451922434,0.16343566205575905,0.08398341253696989,0.10263777578664582,0.4400730816937223,0.07793304159065806,0.3863236976700615,30240.0,2336.0,Link_Error_1_range10-flw2-rtt,L,L
12,0.2614720567848309,0.12999999999999998,0.2532479911966734,0.17666666666666664,0.10776653831974621,0.22999999999999998,0.0869156199611527,0.41,30240.0,2914.0,Link_Error_5_range10-flw0-rtt,L,L
13,0.1589519424032332,0.19086664271569342,0.10809383694079762,0.09041051497059163,0.10437783437063425,0.49223502595099883,0.08576620404514265,0.3047169208268088,31680.0,2914.0,Link_Error_5_range10-flw1-rtt,L,L
14,0.26051497101149884,0.09068380729449124,0.15784068833630072,0.28548606000117616,0.12457067768164926,0.13770504070644968,0.09488579570274866,0.1847262741184081,16804576.0,2914.0,Link_Error_5_range10-flw2-rtt,L,L
3,0.1406758731397391,0.21666666666666665,0.129692220307867,0.10333333333333332,0.10128893802662296,0.43666666666666665,0.09713114557560633,0.31666666666666665,146880.0,2191.0,Link_Error_8_range10-flw0-rtt,L,L
4,0.2047134140033716,0.14399676000592465,0.1661429686309951,0.2511571395452174,0.1532416347286048,0.10381161767868986,0.1162036450854854,0.39850266141174495,146880.0,2191.0,Link_Error_8_range10-flw1-rtt,L,L
5,0.2582696968658807,0.0705271125867622,0.188618239895048,0.1511295269716333,0.11031180160555701,0.36606929866462284,0.10553864040964216,0.21829820562569252,36000.0,2191.0,Link_Error_8_range10-flw2-rtt,L,L
6,0.47514759379101645,0.17666666666666664,0.07482971073828595,0.12333333333333332,0.06021444684103378,0.35,0.05331613438912524,0.08999999999999998,146880.0,3357.0,Normal_3_range10-flw0-rtt,N,N
7,0.4705268370365323,0.17744872460068428,0.07565931286046525,0.12387929830613809,0.06175766560499574,0.3515493600579594,0.051590208147347855,0.0903984068720467,146880.0,3357.0,Normal_3_range10-flw1-rtt,N,N
8,0.5874374736544345,0.1579206460849472,0.14860399598053747,0.31920130591638274,0.0701815476804463,0.4804819657478182,0.04152822250505162,0.6417626255792537,36000.0,3357.0,Normal_3_range10-flw2-rtt,N,N
24,0.578411078101052,0.21,0.1493401455488387,0.4166666666666667,0.07581581316980751,0.6299999999999999,0.04760955382739426,0.8366666666666666,30240.0,2102.0,Normal_5_range10-flw0-rtt,N,N
25,0.5996679606862548,0.17076398097448173,0.14468025030765572,0.3448762753014043,0.0669820441557075,0.5256851963332084,0.06368109822106198,0.12388759404031027,30240.0,2102.0,Normal_5_range10-flw1-rtt,N,N
26,0.593570754899289,0.21829820562569252,0.14934285901719588,0.439954845184088,0.0650007822266117,0.6683283526078894,0.040785888307281554,0.8899849921662849,30240.0,2102.0,Normal_5_range10-flw2-rtt,N,N
9,0.5918353318887168,0.15,0.15902816750573,0.30333333333333334,0.06899720717399725,0.45666666666666667,0.0490173743995494,0.10333333333333332,30240.0,1847.0,Normal_6_range10-flw0-rtt,N,N
10,0.5929254371935974,0.16407834198366628,0.12203962569659911,0.33150522155883594,0.0630719403174293,0.49223502595099883,0.044598638628952324,0.6596619055261685,31680.0,1847.0,Normal_6_range10-flw1-rtt,N,N
11,0.5874884076827961,0.1579206460849472,0.14859595909539483,0.31920130591638274,0.07021011872544415,0.4804819657478182,0.04151796717961604,0.6417626255792537,16804576.0,1847.0,Normal_6_range10-flw2-rtt,N,N
15,0.10037237285747526,0.37666666666666665,0.07273887574197947,1.2966666666666666,0.05704373248225912,0.33,0.039936921592217595,0.59,30240.0,2153.0,TCP_Congestion_5_range10-flw0-rtt,T,T
16,0.060272956751404344,0.59277055027493,0.05997941853877721,1.2759637268629849,0.05977859329582101,0.3181536851758099,0.053449961263658426,0.3985293530096987,31680.0,2153.0,TCP_Congestion_5_range10-flw1-rtt,T,T
17,0.13653022536979648,1.2870582462409919,0.06888171392640641,0.27891862777546295,0.06831810078307816,0.5813605133151216,0.04748497938689648,0.3998953819913264,16804576.0,2153.0,TCP_Congestion_5_range10-flw2-rtt,T,T
0,0.03868874171016264,0.36333333333333334,0.036956790128555295,1.15,0.035843934344662716,1.47,0.03102809755464583,0.5033333333333333,146880.0,2258.0,TCP_Congestion_8_range10-flw0-rtt,T,T
1,0.07875636434042621,0.3314386314758295,0.0647047834110999,0.41178739062148517,0.04333059499664158,0.25778560225897856,0.03810540497392022,0.37161301104865735,146880.0,2258.0,TCP_Congestion_8_range10-flw1-rtt,T,T
2,0.09184164888003142,1.4483605851954764,0.08824380385474799,0.3326860740936245,0.08633284483146193,0.28563955856523315,0.059053632237784294,0.6552907520025937,36000.0,2258.0,TCP_Congestion_8_range10-flw2-rtt,T,T
18,0.05355504513532245,1.4633333333333334,0.05292886942293209,0.9099999999999999,0.03770596053768747,0.35,0.03625512744916511,0.7233333333333333,30240.0,2246.0,TCP_Congestion_9_range10-flw0-rtt,T,T
19,0.05930054545820566,1.4629190363360636,0.0559041283184267,0.29124475094104696,0.05470414806414619,0.4050645386651343,0.052634800945008595,0.8268672814073403,30240.0,2246.0,TCP_Congestion_9_range10-flw1-rtt,T,T
20,0.09150965697429897,0.9105637252983128,0.07651185457601381,0.7291229829879479,0.05427941864359009,1.4683260072153603,0.04610123350418276,0.6417626255792537,30240.0,2246.0,TCP_Congestion_9_range10-flw2-rtt,T,T
