Time	size	received	dropped
1	1	365	0
2	0	858	0
3	0	1033	0
4	0	1347	0
5	0	1675	0
6	0	1812	0
7	0	1865	0
8	0	1924	0
9	0	2047	0
10	0	2223	0
11	0	2329	0
12	0	2454	0
13	0	2494	0
14	0	2546	0
15	0	2651	0
16	0	2725	0
17	0	2815	0
18	0	2944	0
19	0	3016	0
20	0	3137	0
21	0	3301	0
22	0	3393	0
23	0	3463	0
24	0	3655	0
25	0	4067	0
26	0	4275	0
27	0	4472	0
28	0	4565	0
29	0	4663	0
30	0	4791	0
