,amplitude_1,frequency_1,amplitude_2,frequency_2,amplitude_3,frequency_3,name,label,pred
24,0.32373749499401605,0.09666666666666665,0.2928341877822139,0.06999999999999999,0.2919924808838288,0.1433333333333333,Link_Error_2_range50-flw0-rtt,L,L
25,0.21693436456718784,2.465798949220745,0.16774102375591168,0.12412865458662253,0.10080824056366693,2.4188313501879692,Link_Error_2_range50-flw1-rtt,L,L
26,0.14890646809206837,0.03027470968824012,0.11210250089951788,3.1317505244168395,0.10860861001562412,3.0779288183044127,Link_Error_2_range50-flw2-rtt,L,T
15,0.11586214001659301,0.056666666666666664,0.10576548060049829,0.23666666666666664,0.09570087896300046,0.11666666666666665,Link_Error_5_range50-flw0-rtt,L,L
16,0.2638779780433013,0.09048323173127633,0.23154891545655015,0.20442507909658725,0.20872435914709092,0.13069800138962134,Link_Error_5_range50-flw1-rtt,L,L
17,0.12838702363461837,0.05713559180020907,0.08810763521678983,0.13107576942400903,0.08794142522130427,0.14451943808288176,Link_Error_5_range50-flw2-rtt,L,L
3,0.3177258069000951,0.06333333333333332,0.26064389632046414,0.11666666666666665,0.16270069287589833,0.19666666666666666,Link_Error_7_range50-flw0-rtt,L,L
4,0.44097750432933475,0.07715587865902948,0.22392463372377852,0.12412032653843873,0.14181080324716813,0.16437556757793237,Link_Error_7_range50-flw1-rtt,L,L
5,0.1013877915047222,0.05044427449581535,0.09463811459236858,0.2522213724790768,0.09312468891503065,0.29257679207572906,Link_Error_7_range50-flw2-rtt,L,L
0,0.6812009266516337,0.07666666666666666,0.19870498124191766,0.15666666666666665,0.04988072740387956,0.22999999999999998,Normal_0_range50-flw0-rtt,N,N
1,0.6508112669729457,0.08382009618993069,0.23856861824174416,0.17099299622745862,0.09103397537379498,0.2514602885697921,Normal_0_range50-flw1-rtt,N,N
2,0.655077832391928,0.08410207394705128,0.24465308075797204,0.1715682308519846,0.09446874550246914,0.25230622184115387,Normal_0_range50-flw2-rtt,N,N
21,0.7105115647868145,0.056666666666666664,0.2204783298481406,0.10333333333333332,0.09434511170572686,0.15,Normal_2_range50-flw0-rtt,N,N
22,0.5970483937936988,0.11058320476360277,0.19144723986665274,0.21781540332224786,0.08762327168953236,0.3317496142908083,Normal_2_range50-flw1-rtt,N,N
23,0.6170457180726924,0.10424448924117848,0.15548084059136932,0.2051262530229641,0.08496236442646522,0.299282565885964,Normal_2_range50-flw2-rtt,N,N
6,0.5664369487407124,0.12999999999999998,0.16787102744775173,0.25666666666666665,0.10232405463593529,0.39,Normal_3_range50-flw0-rtt,N,N
7,0.7810483224049551,0.04365084521635257,0.130778861260415,0.09065944775703995,0.05338070390041137,0.13766805029772733,Normal_3_range50-flw1-rtt,N,N
8,0.7306339924948672,0.057243330251285085,0.23575307644528945,0.11111940578190635,0.06347764290739995,0.15152646242987228,Normal_3_range50-flw2-rtt,N,N
12,0.20461595921209152,0.6099999999999999,0.06827799872321243,0.3833333333333333,0.06587109268326602,0.17666666666666664,TCP_Congestion_2_range50-flw0-rtt,T,T
13,0.3135834906458596,0.6136454014168099,0.09836040583220411,0.11736387458791447,0.06033794611459545,0.47951525903062203,TCP_Congestion_2_range50-flw1-rtt,T,T
14,0.23393636070312065,0.6153373748557613,0.07263661754133414,0.18493746238834358,0.06321595983388914,1.2138622531307641,TCP_Congestion_2_range50-flw2-rtt,T,T
18,0.2923624087160855,0.43666666666666665,0.11520296325402761,0.48333333333333334,0.03615253787135069,0.9099999999999999,TCP_Congestion_7_range50-flw0-rtt,T,T
19,0.22641756063889587,0.4389229795043406,0.11413813203805917,0.06366058481360666,0.08747753791672826,0.4858307788406824,TCP_Congestion_7_range50-flw1-rtt,T,T
20,0.39390930473435953,0.44116978964923403,0.1905382504967622,0.4883177061002972,0.08960954920023195,0.36034479001884,TCP_Congestion_7_range50-flw2-rtt,T,T
9,0.20554944733340805,0.7299999999999999,0.09538679872209593,0.30333333333333334,0.07587882915079297,0.7766666666666666,TCP_Congestion_8_range50-flw0-rtt,T,T
10,0.12395107584230242,0.7270221711274166,0.10030571531240476,0.6533148542389228,0.06058596595759976,0.5729068721787477,TCP_Congestion_8_range50-flw1-rtt,T,T
11,0.19493368098599437,0.7299568891497896,0.13555271447270117,0.6559520432452026,0.05728274777946616,0.29938324025037455,TCP_Congestion_8_range50-flw2-rtt,T,T
