,amplitude_1,frequency_1,amplitude_2,frequency_2,amplitude_3,frequency_3,name,label,pred
15,0.32373749499401605,0.09666666666666665,0.2928341877822139,0.06999999999999999,0.2919924808838288,0.1433333333333333,Link_Error_2_range50-flw0-rtt,L,L
16,0.21693436456718784,2.465798949220745,0.16774102375591168,0.12412865458662253,0.10080824056366693,2.4188313501879692,Link_Error_2_range50-flw1-rtt,L,T
17,0.14890646809206837,0.03027470968824012,0.11210250089951788,3.1317505244168395,0.10860861001562412,3.0779288183044127,Link_Error_2_range50-flw2-rtt,L,L
21,0.3177258069000951,0.06333333333333332,0.26064389632046414,0.11666666666666665,0.16270069287589833,0.19666666666666666,Link_Error_7_range50-flw0-rtt,L,L
22,0.44097750432933475,0.07715587865902948,0.22392463372377852,0.12412032653843873,0.14181080324716813,0.16437556757793237,Link_Error_7_range50-flw1-rtt,L,L
23,0.1013877915047222,0.05044427449581535,0.09463811459236858,0.2522213724790768,0.09312468891503065,0.29257679207572906,Link_Error_7_range50-flw2-rtt,L,L
3,0.08675801734329462,0.056666666666666664,0.07937038125914816,0.2033333333333333,0.06197022161927466,0.11666666666666665,Link_Error_8_range50-flw0-rtt,L,L
4,0.35203690242388946,0.03685365844424693,0.20954724788202397,0.1574656315345096,0.17851355559935023,0.08375831464601573,Link_Error_8_range50-flw1-rtt,L,L
5,0.31695614860491406,0.1381225566835602,0.2563312732949141,0.09769644253227429,0.23843801387862712,0.1785486708348461,Link_Error_8_range50-flw2-rtt,L,L
0,0.7105115647868145,0.056666666666666664,0.2204783298481406,0.10333333333333332,0.09434511170572686,0.15,Normal_2_range50-flw0-rtt,N,N
1,0.5970483937936988,0.11058320476360277,0.19144723986665274,0.21781540332224786,0.08762327168953236,0.3317496142908083,Normal_2_range50-flw1-rtt,N,N
2,0.6170457180726924,0.10424448924117848,0.15548084059136932,0.2051262530229641,0.08496236442646522,0.299282565885964,Normal_2_range50-flw2-rtt,N,N
24,0.5954197428952538,0.10999999999999999,0.19153974144922237,0.2233333333333333,0.08984644435815245,0.33,Normal_7_range50-flw0-rtt,N,N
25,0.5979005320159907,0.15070437718854152,0.16166087026409987,0.3047577405368284,0.07025926720127049,0.4588111038851153,Normal_7_range50-flw1-rtt,N,N
26,0.5964666753230669,0.1914693163870224,0.14596479716062546,0.3862977435878522,0.06648785379355579,0.581126170788682,Normal_7_range50-flw2-rtt,N,N
12,0.577115556695574,0.12333333333333332,0.20742746590065025,0.24333333333333332,0.1019254821473705,0.36333333333333334,Normal_8_range50-flw0-rtt,N,N
13,0.6519665815744221,0.09051356491597677,0.245397649758686,0.17767477557580627,0.07198960931996991,0.26483598623563576,Normal_8_range50-flw1-rtt,N,N
14,0.7806672455961404,0.04380381108656264,0.12315374966789124,0.09097714610286087,0.045409840254303724,0.14488952897863025,Normal_8_range50-flw2-rtt,N,N
18,0.12432781482746624,0.36333333333333334,0.09723782851016638,0.2966666666666667,0.0893366181195229,0.7566666666666666,TCP_Congestion_1_range50-flw0-rtt,T,T
19,0.10860771139019025,0.3116018098771273,0.08291077941224567,0.21778621120444383,0.06863242612100919,0.747174232286015,TCP_Congestion_1_range50-flw1-rtt,T,T
20,0.13136642773835014,0.7513532022791406,0.11022434146534213,0.7041830460822439,0.09455801313023393,0.3133446090222425,TCP_Congestion_1_range50-flw2-rtt,T,T
9,0.14502338856532113,0.1633333333333333,0.10767538498974154,0.30333333333333334,0.08869146793910233,0.7899999999999999,TCP_Congestion_6_range50-flw0-rtt,T,L
10,0.11443819590100436,0.30500288864548986,0.1041178201942253,0.7876448223262651,0.09681923200159405,0.19104576541530685,TCP_Congestion_6_range50-flw1-rtt,T,T
11,0.24592036980802381,0.1578888155695034,0.16670152229609517,0.312418294637528,0.0932223085546497,0.7827254048445594,TCP_Congestion_6_range50-flw2-rtt,T,L
6,0.20554944733340805,0.7299999999999999,0.09538679872209593,0.30333333333333334,0.07587882915079297,0.7766666666666666,TCP_Congestion_8_range50-flw0-rtt,T,T
7,0.12395107584230242,0.7270221711274166,0.10030571531240476,0.6533148542389228,0.06058596595759976,0.5729068721787477,TCP_Congestion_8_range50-flw1-rtt,T,T
8,0.19493368098599437,0.7299568891497896,0.13555271447270117,0.6559520432452026,0.05728274777946616,0.29938324025037455,TCP_Congestion_8_range50-flw2-rtt,T,T
