Time	size	received	dropped
1	0	304	0
2	0	2154	0
3	0	4664	0
4	1	7175	0
5	1	9685	0
6	0	12194	0
7	1	14705	0
8	1	17215	0
9	0	19724	0
10	1	22235	0
11	1	24745	0
12	0	27254	0
13	1	29765	0
14	2	32276	0
15	0	34784	0
16	1	37295	0
17	2	39806	0
18	0	42314	0
19	1	44825	0
20	2	47336	0
21	0	49844	0
22	0	52355	0
23	1	54840	0
24	0	57317	0
25	0	59823	0
26	1	62334	0
27	0	64843	0
28	0	67353	0
29	1	69864	0
30	1	72374	0
