Time	size	received	dropped
1	0	66	0
2	0	769	0
3	0	1605	0
4	0	2442	0
5	0	3279	0
6	0	4115	0
7	0	4952	0
8	0	5789	0
9	0	6625	0
10	0	7462	0
11	0	8299	0
12	0	9135	0
13	0	9972	0
14	0	10809	0
15	0	11645	0
16	0	12482	0
17	0	13319	0
18	0	14155	0
19	0	14992	0
20	0	15829	0
21	0	16665	0
22	0	17502	0
23	0	18339	0
24	0	19175	0
25	0	20012	0
26	0	20849	0
27	0	21686	0
28	0	22522	0
29	0	23359	0
30	0	24196	0
