Time	size	received	dropped
1	0	1527	0
2	40	4411	0
3	40	7305	0
4	40	10143	0
5	40	13007	0
6	40	15887	0
7	40	18718	0
8	35	21645	0
9	40	24523	0
10	40	27386	0
11	40	30300	0
12	40	33165	0
13	17	36022	0
14	40	38940	0
15	40	41800	0
16	23	44698	0
17	40	47609	0
18	40	50466	0
19	28	53324	0
20	40	56229	0
21	40	59073	0
22	40	61945	0
23	40	64837	0
24	40	67688	0
25	35	70605	0
26	40	73493	0
27	10	76340	0
28	34	79259	0
29	40	82146	0
30	40	84971	0
