,0,1,name,label,pred
12,0.32373749499401605,0.09666666666666665,Link_Error_2_range50-flw0-rtt,L,L
13,0.21693436456718784,2.465798949220745,Link_Error_2_range50-flw1-rtt,L,T
14,0.14890646809206837,0.03027470968824012,Link_Error_2_range50-flw2-rtt,L,L
9,0.24987401214091975,0.08999999999999998,Link_Error_4_range50-flw0-rtt,L,L
10,0.2517213984289615,0.31804717161822027,Link_Error_4_range50-flw1-rtt,L,T
11,0.25133606070635595,0.06387962765035735,Link_Error_4_range50-flw2-rtt,L,L
18,0.17850810985565316,0.04333333333333333,Link_Error_6_range50-flw0-rtt,L,L
19,0.5025535092208699,0.036831446876849,Link_Error_6_range50-flw1-rtt,L,N
20,0.33031315950732815,0.06391757619975898,Link_Error_6_range50-flw2-rtt,L,L
24,0.5878082536086505,0.16999999999999998,Normal_1_range50-flw0-rtt,N,N
25,0.7392981497350808,0.043644983245866,Normal_1_range50-flw1-rtt,N,N
26,0.5975677650490292,0.14450001198005913,Normal_1_range50-flw2-rtt,N,N
6,0.5664369487407124,0.12999999999999998,Normal_3_range50-flw0-rtt,N,N
7,0.7810483224049551,0.04365084521635257,Normal_3_range50-flw1-rtt,N,N
8,0.7306339924948672,0.057243330251285085,Normal_3_range50-flw2-rtt,N,N
15,0.7803203543239953,0.04333333333333333,Normal_4_range50-flw0-rtt,N,N
16,0.6192919954090449,0.10389511848115525,Normal_4_range50-flw1-rtt,N,N
17,0.605740091384786,0.10424448924117848,Normal_4_range50-flw2-rtt,N,N
3,0.10700017930156976,0.5366666666666666,TCP_Congestion_0_range50-flw0-rtt,T,T
4,0.19342868142914169,0.5462140114080984,TCP_Congestion_0_range50-flw1-rtt,T,T
5,0.24999286885854316,0.548714706493345,TCP_Congestion_0_range50-flw2-rtt,T,T
0,0.12432781482746624,0.36333333333333334,TCP_Congestion_1_range50-flw0-rtt,T,T
1,0.10860771139019025,0.3116018098771273,TCP_Congestion_1_range50-flw1-rtt,T,T
2,0.13136642773835014,0.7513532022791406,TCP_Congestion_1_range50-flw2-rtt,T,T
21,0.11825410963241059,0.3233333333333333,TCP_Congestion_4_range50-flw0-rtt,T,T
22,0.12236840028206376,0.7485787996508737,TCP_Congestion_4_range50-flw1-rtt,T,T
23,0.08140242179888206,0.6624123652818852,TCP_Congestion_4_range50-flw2-rtt,T,T
