,0,1,name,label,pred
3,0.1482921519118241,0.13666666666666666,Link_Error_1_range50-flw0-rtt,L,L
4,0.26673465397366747,0.06369473086679847,Link_Error_1_range50-flw1-rtt,L,L
5,0.08880607607162505,0.17157977502392613,Link_Error_1_range50-flw2-rtt,L,T
21,0.32373749499401605,0.09666666666666665,Link_Error_2_range50-flw0-rtt,L,L
22,0.21693436456718784,2.465798949220745,Link_Error_2_range50-flw1-rtt,L,T
23,0.14890646809206837,0.03027470968824012,Link_Error_2_range50-flw2-rtt,L,L
15,0.17314495642375546,0.08333333333333331,Link_Error_3_range50-flw0-rtt,L,L
16,0.162754411139824,2.4592542997444493,Link_Error_3_range50-flw1-rtt,L,T
17,0.13852215553108882,0.13813186357436816,Link_Error_3_range50-flw2-rtt,L,L
24,0.5664369487407124,0.12999999999999998,Normal_3_range50-flw0-rtt,N,N
25,0.7810483224049551,0.04365084521635257,Normal_3_range50-flw1-rtt,N,N
26,0.7306339924948672,0.057243330251285085,Normal_3_range50-flw2-rtt,N,N
12,0.7803203543239953,0.04333333333333333,Normal_4_range50-flw0-rtt,N,N
13,0.6192919954090449,0.10389511848115525,Normal_4_range50-flw1-rtt,N,N
14,0.605740091384786,0.10424448924117848,Normal_4_range50-flw2-rtt,N,N
18,0.5954197428952538,0.10999999999999999,Normal_7_range50-flw0-rtt,N,N
19,0.5979005320159907,0.15070437718854152,Normal_7_range50-flw1-rtt,N,N
20,0.5964666753230669,0.1914693163870224,Normal_7_range50-flw2-rtt,N,N
0,0.20461595921209152,0.6099999999999999,TCP_Congestion_2_range50-flw0-rtt,T,T
1,0.3135834906458596,0.6136454014168099,TCP_Congestion_2_range50-flw1-rtt,T,T
2,0.23393636070312065,0.6153373748557613,TCP_Congestion_2_range50-flw2-rtt,T,T
9,0.23625123462739805,0.5233333333333333,TCP_Congestion_3_range50-flw0-rtt,T,T
10,0.3210381072060153,0.5264608088657877,TCP_Congestion_3_range50-flw1-rtt,T,T
11,0.44482384446306006,0.5285166191377617,TCP_Congestion_3_range50-flw2-rtt,T,T
6,0.20554944733340805,0.7299999999999999,TCP_Congestion_8_range50-flw0-rtt,T,T
7,0.12395107584230242,0.7270221711274166,TCP_Congestion_8_range50-flw1-rtt,T,T
8,0.19493368098599437,0.7299568891497896,TCP_Congestion_8_range50-flw2-rtt,T,T
