,0,1,name,label,pred
3,0.32373749499401605,0.09666666666666665,Link_Error_2_range50-flw0-rtt,L,L
4,0.21693436456718784,2.465798949220745,Link_Error_2_range50-flw1-rtt,L,T
5,0.14890646809206837,0.03027470968824012,Link_Error_2_range50-flw2-rtt,L,L
15,0.17314495642375546,0.08333333333333331,Link_Error_3_range50-flw0-rtt,L,L
16,0.162754411139824,2.4592542997444493,Link_Error_3_range50-flw1-rtt,L,T
17,0.13852215553108882,0.13813186357436816,Link_Error_3_range50-flw2-rtt,L,L
18,0.17850810985565316,0.04333333333333333,Link_Error_6_range50-flw0-rtt,L,L
19,0.5025535092208699,0.036831446876849,Link_Error_6_range50-flw1-rtt,L,N
20,0.33031315950732815,0.06391757619975898,Link_Error_6_range50-flw2-rtt,L,L
0,0.6812009266516337,0.07666666666666666,Normal_0_range50-flw0-rtt,N,N
1,0.6508112669729457,0.08382009618993069,Normal_0_range50-flw1-rtt,N,N
2,0.655077832391928,0.08410207394705128,Normal_0_range50-flw2-rtt,N,N
21,0.6218253058115922,0.08999999999999998,Normal_5_range50-flw0-rtt,N,N
22,0.5861913866514838,0.11726949834085437,Normal_5_range50-flw1-rtt,N,N
23,0.5981044222942331,0.11095501570971719,Normal_5_range50-flw2-rtt,N,N
6,0.6381170019214999,0.08333333333333331,Normal_9_range50-flw0-rtt,N,N
7,0.5959139529922949,0.19751080810944566,Normal_9_range50-flw1-rtt,N,N
8,0.7372335729109982,0.05723947545340651,Normal_9_range50-flw2-rtt,N,N
9,0.10700017930156976,0.5366666666666666,TCP_Congestion_0_range50-flw0-rtt,T,T
10,0.19342868142914169,0.5462140114080984,TCP_Congestion_0_range50-flw1-rtt,T,T
11,0.24999286885854316,0.548714706493345,TCP_Congestion_0_range50-flw2-rtt,T,T
24,0.11825410963241059,0.3233333333333333,TCP_Congestion_4_range50-flw0-rtt,T,T
25,0.12236840028206376,0.7485787996508737,TCP_Congestion_4_range50-flw1-rtt,T,T
26,0.08140242179888206,0.6624123652818852,TCP_Congestion_4_range50-flw2-rtt,T,T
12,0.2923624087160855,0.43666666666666665,TCP_Congestion_7_range50-flw0-rtt,T,T
13,0.22641756063889587,0.4389229795043406,TCP_Congestion_7_range50-flw1-rtt,T,T
14,0.39390930473435953,0.44116978964923403,TCP_Congestion_7_range50-flw2-rtt,T,T
