,0,1,2,3,name,label,pred
6,0.2946277338416856,0.04333333333333333,0.10984951031739668,0.15666666666666665,Link_Error_0_range50-flw0-rtt,L,L
7,0.22034856734189556,0.09712059863261564,0.1542726358869715,0.18419423878599517,Link_Error_0_range50-flw1-rtt,L,L
8,0.2362133804285677,0.09078137648976861,0.22132173870388105,0.13785320133631532,Link_Error_0_range50-flw2-rtt,L,L
3,0.1482921519118241,0.13666666666666666,0.1343581953202899,0.21,Link_Error_1_range50-flw0-rtt,L,L
4,0.26673465397366747,0.06369473086679847,0.17278523041974123,0.20449360962498458,Link_Error_1_range50-flw1-rtt,L,L
5,0.08880607607162505,0.17157977502392613,0.07713159208654825,0.057193258341308714,Link_Error_1_range50-flw2-rtt,L,L
0,0.32373749499401605,0.09666666666666665,0.2928341877822139,0.06999999999999999,Link_Error_2_range50-flw0-rtt,L,L
1,0.21693436456718784,2.465798949220745,0.16774102375591168,0.12412865458662253,Link_Error_2_range50-flw1-rtt,L,L
2,0.14890646809206837,0.03027470968824012,0.11210250089951788,3.1317505244168395,Link_Error_2_range50-flw2-rtt,L,L
24,0.7803203543239953,0.04333333333333333,0.12384256791815923,0.08999999999999998,Normal_4_range50-flw0-rtt,N,N
25,0.6192919954090449,0.10389511848115525,0.158518513582218,0.2111416923971865,Normal_4_range50-flw1-rtt,N,N
26,0.605740091384786,0.10424448924117848,0.16049686168965843,0.2051262530229641,Normal_4_range50-flw2-rtt,N,N
18,0.5954197428952538,0.10999999999999999,0.19153974144922237,0.2233333333333333,Normal_7_range50-flw0-rtt,N,N
19,0.5979005320159907,0.15070437718854152,0.16166087026409987,0.3047577405368284,Normal_7_range50-flw1-rtt,N,N
20,0.5964666753230669,0.1914693163870224,0.14596479716062546,0.3862977435878522,Normal_7_range50-flw2-rtt,N,N
21,0.577115556695574,0.12333333333333332,0.20742746590065025,0.24333333333333332,Normal_8_range50-flw0-rtt,N,N
22,0.6519665815744221,0.09051356491597677,0.245397649758686,0.17767477557580627,Normal_8_range50-flw1-rtt,N,N
23,0.7806672455961404,0.04380381108656264,0.12315374966789124,0.09097714610286087,Normal_8_range50-flw2-rtt,N,N
12,0.20461595921209152,0.6099999999999999,0.06827799872321243,0.3833333333333333,TCP_Congestion_2_range50-flw0-rtt,T,T
13,0.3135834906458596,0.6136454014168099,0.09836040583220411,0.11736387458791447,TCP_Congestion_2_range50-flw1-rtt,T,T
14,0.23393636070312065,0.6153373748557613,0.07263661754133414,0.18493746238834358,TCP_Congestion_2_range50-flw2-rtt,T,T
15,0.11825410963241059,0.3233333333333333,0.1177171250504938,0.37,TCP_Congestion_4_range50-flw0-rtt,T,T
16,0.12236840028206376,0.7485787996508737,0.09745876513538224,0.3726109720235291,TCP_Congestion_4_range50-flw1-rtt,T,T
17,0.08140242179888206,0.6624123652818852,0.0760980337204805,0.3194374350344116,TCP_Congestion_4_range50-flw2-rtt,T,T
9,0.2923624087160855,0.43666666666666665,0.11520296325402761,0.48333333333333334,TCP_Congestion_7_range50-flw0-rtt,T,T
10,0.22641756063889587,0.4389229795043406,0.11413813203805917,0.06366058481360666,TCP_Congestion_7_range50-flw1-rtt,T,T
11,0.39390930473435953,0.44116978964923403,0.1905382504967622,0.4883177061002972,TCP_Congestion_7_range50-flw2-rtt,T,T
