,0,1,name,label,pred
9,0.37021200687714195,0.08999999999999998,Link_Error_0_range10-flw0-rtt,L,L
10,0.15925570557854304,0.3314608251975046,Link_Error_0_range10-flw1-rtt,L,L
11,0.4283476971218321,0.06381453105908644,Link_Error_0_range10-flw2-rtt,L,L
24,0.27455924808372184,0.08999999999999998,Link_Error_3_range10-flw0-rtt,L,L
25,0.1932239153058543,0.07032399907266088,Link_Error_3_range10-flw1-rtt,L,L
26,0.1866401839007284,0.13774205099862485,Link_Error_3_range10-flw2-rtt,L,L
3,0.1406758731397391,0.21666666666666665,Link_Error_8_range10-flw0-rtt,L,L
4,0.2047134140033716,0.14399676000592465,Link_Error_8_range10-flw1-rtt,L,L
5,0.2582696968658807,0.0705271125867622,Link_Error_8_range10-flw2-rtt,L,L
12,0.5932059543533714,0.15,Normal_2_range10-flw0-rtt,N,N
13,0.5853623927049689,0.15739180744833625,Normal_2_range10-flw1-rtt,N,N
14,0.5934730268525623,0.21829820562569252,Normal_2_range10-flw2-rtt,N,N
0,0.5918353318887168,0.15,Normal_6_range10-flw0-rtt,N,N
1,0.5929254371935974,0.16407834198366628,Normal_6_range10-flw1-rtt,N,N
2,0.5874884076827961,0.1579206460849472,Normal_6_range10-flw2-rtt,N,N
15,0.4753795280461344,0.17666666666666664,Normal_7_range10-flw0-rtt,N,N
16,0.5882940757787359,0.2175675194855981,Normal_7_range10-flw1-rtt,N,N
17,0.5700812221685895,0.14450001198005913,Normal_7_range10-flw2-rtt,N,N
21,0.08729392604669617,1.3766666666666667,TCP_Congestion_0_range10-flw0-rtt,T,T
22,0.09323486175417765,1.382853414558058,TCP_Congestion_0_range10-flw1-rtt,T,T
23,0.11149478607637481,1.3877789364257125,TCP_Congestion_0_range10-flw2-rtt,T,T
18,0.08020274992693763,0.4766666666666667,TCP_Congestion_3_range10-flw0-rtt,T,T
19,0.06073015783324932,0.49207025437655494,TCP_Congestion_3_range10-flw1-rtt,T,T
20,0.06652496547882877,0.7493917157198993,TCP_Congestion_3_range10-flw2-rtt,T,T
6,0.11718951164775239,1.2033333333333334,TCP_Congestion_6_range10-flw0-rtt,T,T
7,0.11619105617375924,1.2090649865061982,TCP_Congestion_6_range10-flw1-rtt,T,T
8,0.15313185103551968,1.2131280075535196,TCP_Congestion_6_range10-flw2-rtt,T,T
