Time	size	received	dropped
1	0	300	0
2	0	703	0
3	0	1329	0
4	0	1831	0
5	0	2333	0
6	0	2985	0
7	1	3650	0
8	0	4157	0
9	0	4811	0
10	0	5260	0
11	0	5828	0
12	0	6350	0
13	0	6841	0
14	0	7484	0
15	0	8148	0
16	0	8646	0
17	0	9293	0
18	0	9731	0
19	0	10291	0
20	0	10802	0
21	0	11283	0
22	0	11917	0
23	0	12592	0
24	0	13081	0
25	0	13728	0
26	0	14172	0
27	0	14728	0
28	0	15234	0
29	0	15717	0
30	0	16354	0
