Time	size	received	dropped
1	0	56	0
2	0	632	0
3	0	1038	0
4	0	1470	0
5	0	1920	0
6	0	2406	0
7	0	2961	0
8	0	3528	0
9	0	4129	0
10	0	4759	0
11	0	5422	0
12	0	6112	0
13	3	6789	0
14	0	7217	0
15	0	7701	0
16	0	8220	0
17	0	8741	0
18	0	9285	0
19	0	9869	0
20	0	10491	0
21	0	11148	0
22	0	11828	0
23	0	12248	0
24	0	12636	0
25	0	13062	0
26	0	13518	0
27	0	14015	0
28	0	14551	0
29	0	15142	0
30	0	15770	0
