,0,1,2,3,name,label,pred
18,0.12672811821994262,0.1633333333333333,0.10121004954242838,0.13666666666666666,Link_Error_001_1_range10-flw0-rtt,L,L
19,0.10399119463054571,0.09042262631312491,0.07400463789714597,0.2511739619809025,Link_Error_001_1_range10-flw1-rtt,L,L
20,0.114684957038988,0.21159555035381292,0.09109639971372031,0.40639780306049783,Link_Error_001_1_range10-flw2-rtt,L,L
3,0.16502809440628605,0.2233333333333333,0.06234441442759999,0.12333333333333332,Link_Error_001_2_range10-flw0-rtt,L,L
4,0.08570949274456069,0.22429193463276031,0.07842574788670997,0.05690989386204366,Link_Error_001_2_range10-flw1-rtt,L,L
5,0.11219740038530386,0.22510579384347745,0.08660460885467346,0.1847883382297203,Link_Error_001_2_range10-flw2-rtt,L,L
0,0.1025286642326758,0.2966666666666667,0.08954603526728719,0.13666666666666666,Link_Error_001_8_range10-flw0-rtt,L,L
1,0.09656938707107914,0.5928102565418202,0.07693059130424086,0.11052394613491563,Link_Error_001_8_range10-flw1-rtt,L,L
2,0.11352781280753745,0.19154652750845047,0.10136813937649986,0.28563955856523315,Link_Error_001_8_range10-flw2-rtt,L,L
21,0.5932059543533714,0.15,0.1702479013968319,0.2966666666666667,Normal_2_range10-flw0-rtt,N,N
22,0.5853623927049689,0.15739180744833625,0.14627085038493953,0.3181323767572754,Normal_2_range10-flw1-rtt,N,N
23,0.5934730268525623,0.21829820562569252,0.14931628379421163,0.439954845184088,Normal_2_range10-flw2-rtt,N,N
24,0.4753795280461344,0.17666666666666664,0.0748054867901002,0.12333333333333332,Normal_7_range10-flw0-rtt,N,N
25,0.5882940757787359,0.2175675194855981,0.14554794551999903,0.43848223157866695,Normal_7_range10-flw1-rtt,N,N
26,0.5700812221685895,0.14450001198005913,0.16500015565421416,0.29236048935500336,Normal_7_range10-flw2-rtt,N,N
12,0.573019601404037,0.18333333333333332,0.14915221481573446,0.37666666666666665,Normal_8_range10-flw0-rtt,N,N
13,0.47084373172932753,0.17744974054169443,0.07554722259333731,0.12388000754797536,Normal_8_range10-flw1-rtt,N,N
14,0.6003091705943192,0.17133899712866074,0.14581611644104106,0.34603758243631483,Normal_8_range10-flw2-rtt,N,N
9,0.09000682494573503,0.36333333333333334,0.05100149924197503,0.5099999999999999,TCP_Congestion_1_range10-flw0-rtt,T,T
10,0.11865548659099723,0.5121204689430232,0.04203862884202201,1.6099996441934261,TCP_Congestion_1_range10-flw1-rtt,T,T
11,0.06407968430340004,1.622450523068979,0.05965739685494195,0.393015965215467,TCP_Congestion_1_range10-flw2-rtt,T,T
6,0.08020274992693763,0.4766666666666667,0.05753746331441768,1.6033333333333333,TCP_Congestion_3_range10-flw0-rtt,T,T
7,0.06073015783324932,0.49207025437655494,0.05567282718910957,1.6034125975943525,TCP_Congestion_3_range10-flw1-rtt,T,T
8,0.06652496547882877,0.7493917157198993,0.05929005476436553,1.08544181245528,TCP_Congestion_3_range10-flw2-rtt,T,T
15,0.10037237285747526,0.37666666666666665,0.07273887574197947,1.2966666666666666,TCP_Congestion_5_range10-flw0-rtt,T,T
16,0.060272956751404344,0.59277055027493,0.05997941853877721,1.2759637268629849,TCP_Congestion_5_range10-flw1-rtt,T,T
17,0.13653022536979648,1.2870582462409919,0.06888171392640641,0.27891862777546295,TCP_Congestion_5_range10-flw2-rtt,T,T
