,0,1,name,label,pred
21,0.2946277338416856,0.04333333333333333,Link_Error_0_range50-flw0-rtt,L,L
22,0.22034856734189556,0.09712059863261564,Link_Error_0_range50-flw1-rtt,L,L
23,0.2362133804285677,0.09078137648976861,Link_Error_0_range50-flw2-rtt,L,L
33,0.17850810985565316,0.04333333333333333,Link_Error_6_range50-flw0-rtt,L,L
34,0.5025535092208699,0.036831446876849,Link_Error_6_range50-flw1-rtt,L,N
35,0.33031315950732815,0.06391757619975898,Link_Error_6_range50-flw2-rtt,L,L
3,0.26498018407602486,0.06333333333333332,Link_Error_9_range50-flw0-rtt,L,L
4,0.328711563590175,0.056917515437955334,Link_Error_9_range50-flw1-rtt,L,L
5,0.17340228615941122,0.13105815040051874,Link_Error_9_range50-flw2-rtt,L,L
12,0.5878082536086505,0.16999999999999998,Normal_1_range50-flw0-rtt,N,N
13,0.7392981497350808,0.043644983245866,Normal_1_range50-flw1-rtt,N,N
14,0.5975677650490292,0.14450001198005913,Normal_1_range50-flw2-rtt,N,N
24,0.5664369487407124,0.12999999999999998,Normal_3_range50-flw0-rtt,N,N
25,0.7810483224049551,0.04365084521635257,Normal_3_range50-flw1-rtt,N,N
26,0.7306339924948672,0.057243330251285085,Normal_3_range50-flw2-rtt,N,N
0,0.5954197428952538,0.10999999999999999,Normal_7_range50-flw0-rtt,N,N
1,0.5979005320159907,0.15070437718854152,Normal_7_range50-flw1-rtt,N,N
2,0.5964666753230669,0.1914693163870224,Normal_7_range50-flw2-rtt,N,N
6,0.12432781482746624,0.36333333333333334,TCP_Congestion_1_range50-flw0-rtt,T,U
7,0.10860771139019025,0.3116018098771273,TCP_Congestion_1_range50-flw1-rtt,T,U
8,0.13136642773835014,0.7513532022791406,TCP_Congestion_1_range50-flw2-rtt,T,T
27,0.14502338856532113,0.1633333333333333,TCP_Congestion_6_range50-flw0-rtt,T,U
28,0.11443819590100436,0.30500288864548986,TCP_Congestion_6_range50-flw1-rtt,T,U
29,0.24592036980802381,0.1578888155695034,TCP_Congestion_6_range50-flw2-rtt,T,U
9,0.2923624087160855,0.43666666666666665,TCP_Congestion_7_range50-flw0-rtt,T,T
10,0.22641756063889587,0.4389229795043406,TCP_Congestion_7_range50-flw1-rtt,T,T
11,0.39390930473435953,0.44116978964923403,TCP_Congestion_7_range50-flw2-rtt,T,T
15,0.14363958245677852,0.24333333333333332,UDP_Congestion_2_range50-flw0-rtt,U,U
16,0.11757144178923941,0.2449027764493573,UDP_Congestion_2_range50-flw1-rtt,U,U
17,0.21044530405304077,0.24595867159810433,UDP_Congestion_2_range50-flw2-rtt,U,U
18,0.06215763354254784,0.33666666666666667,UDP_Congestion_8_range50-flw0-rtt,U,U
19,0.04630391900940706,0.5330243267274188,UDP_Congestion_8_range50-flw1-rtt,U,U
20,0.12277020845745813,0.39402500482680636,UDP_Congestion_8_range50-flw2-rtt,U,U
30,0.15915689034751665,0.3433333333333333,UDP_Congestion_9_range50-flw0-rtt,U,U
31,0.17790677154633544,0.345640518357421,UDP_Congestion_9_range50-flw1-rtt,U,U
32,0.12242020977464418,0.33970422256048394,UDP_Congestion_9_range50-flw2-rtt,U,T
