,0,1,name,label,pred
27,0.2946277338416856,0.04333333333333333,Link_Error_0_range50-flw0-rtt,L,L
28,0.22034856734189556,0.09712059863261564,Link_Error_0_range50-flw1-rtt,L,L
29,0.2362133804285677,0.09078137648976861,Link_Error_0_range50-flw2-rtt,L,L
33,0.08675801734329462,0.056666666666666664,Link_Error_8_range50-flw0-rtt,L,L
34,0.35203690242388946,0.03685365844424693,Link_Error_8_range50-flw1-rtt,L,L
35,0.31695614860491406,0.1381225566835602,Link_Error_8_range50-flw2-rtt,L,L
9,0.26498018407602486,0.06333333333333332,Link_Error_9_range50-flw0-rtt,L,L
10,0.328711563590175,0.056917515437955334,Link_Error_9_range50-flw1-rtt,L,L
11,0.17340228615941122,0.13105815040051874,Link_Error_9_range50-flw2-rtt,L,L
21,0.7105115647868145,0.056666666666666664,Normal_2_range50-flw0-rtt,N,N
22,0.5970483937936988,0.11058320476360277,Normal_2_range50-flw1-rtt,N,N
23,0.6170457180726924,0.10424448924117848,Normal_2_range50-flw2-rtt,N,N
30,0.6218253058115922,0.08999999999999998,Normal_5_range50-flw0-rtt,N,N
31,0.5861913866514838,0.11726949834085437,Normal_5_range50-flw1-rtt,N,N
32,0.5981044222942331,0.11095501570971719,Normal_5_range50-flw2-rtt,N,N
15,0.5954197428952538,0.10999999999999999,Normal_7_range50-flw0-rtt,N,N
16,0.5979005320159907,0.15070437718854152,Normal_7_range50-flw1-rtt,N,N
17,0.5964666753230669,0.1914693163870224,Normal_7_range50-flw2-rtt,N,N
0,0.14502338856532113,0.1633333333333333,TCP_Congestion_6_range50-flw0-rtt,T,U
1,0.11443819590100436,0.30500288864548986,TCP_Congestion_6_range50-flw1-rtt,T,T
2,0.24592036980802381,0.1578888155695034,TCP_Congestion_6_range50-flw2-rtt,T,U
12,0.20554944733340805,0.7299999999999999,TCP_Congestion_8_range50-flw0-rtt,T,T
13,0.12395107584230242,0.7270221711274166,TCP_Congestion_8_range50-flw1-rtt,T,T
14,0.19493368098599437,0.7299568891497896,TCP_Congestion_8_range50-flw2-rtt,T,T
3,0.2749325497799579,0.33666666666666667,TCP_Congestion_9_range50-flw0-rtt,T,U
4,0.19250903686902798,0.3388831545310876,TCP_Congestion_9_range50-flw1-rtt,T,U
5,0.19641316185028582,0.33990959683591954,TCP_Congestion_9_range50-flw2-rtt,T,U
24,0.09943152482708972,0.39,UDP_Congestion_0_range50-flw0-rtt,U,T
25,0.151381113503645,0.3991442481485828,UDP_Congestion_0_range50-flw1-rtt,U,U
26,0.19214895991732084,0.400652531667795,UDP_Congestion_0_range50-flw2-rtt,U,T
6,0.03802346292382121,0.43666666666666665,UDP_Congestion_3_range50-flw0-rtt,U,U
7,0.2001649517098655,0.21111506048932382,UDP_Congestion_3_range50-flw1-rtt,U,U
8,0.08625387673894813,0.2252877268929019,UDP_Congestion_3_range50-flw2-rtt,U,U
18,0.06527132341443811,0.18999999999999997,UDP_Congestion_4_range50-flw0-rtt,U,L
19,0.1335500031126267,0.1575712147295694,UDP_Congestion_4_range50-flw1-rtt,U,U
20,0.12856895996448017,0.1043155266056414,UDP_Congestion_4_range50-flw2-rtt,U,L
