,0,1,name,label,pred
27,0.1482921519118241,0.13666666666666666,Link_Error_1_range50-flw0-rtt,L,L
28,0.26673465397366747,0.06369473086679847,Link_Error_1_range50-flw1-rtt,L,L
29,0.08880607607162505,0.17157977502392613,Link_Error_1_range50-flw2-rtt,L,U
30,0.08675801734329462,0.056666666666666664,Link_Error_8_range50-flw0-rtt,L,L
31,0.35203690242388946,0.03685365844424693,Link_Error_8_range50-flw1-rtt,L,L
32,0.31695614860491406,0.1381225566835602,Link_Error_8_range50-flw2-rtt,L,L
9,0.26498018407602486,0.06333333333333332,Link_Error_9_range50-flw0-rtt,L,L
10,0.328711563590175,0.056917515437955334,Link_Error_9_range50-flw1-rtt,L,L
11,0.17340228615941122,0.13105815040051874,Link_Error_9_range50-flw2-rtt,L,L
0,0.5878082536086505,0.16999999999999998,Normal_1_range50-flw0-rtt,N,N
1,0.7392981497350808,0.043644983245866,Normal_1_range50-flw1-rtt,N,N
2,0.5975677650490292,0.14450001198005913,Normal_1_range50-flw2-rtt,N,N
12,0.5664369487407124,0.12999999999999998,Normal_3_range50-flw0-rtt,N,N
13,0.7810483224049551,0.04365084521635257,Normal_3_range50-flw1-rtt,N,N
14,0.7306339924948672,0.057243330251285085,Normal_3_range50-flw2-rtt,N,N
24,0.6381170019214999,0.08333333333333331,Normal_9_range50-flw0-rtt,N,N
25,0.5959139529922949,0.19751080810944566,Normal_9_range50-flw1-rtt,N,N
26,0.7372335729109982,0.05723947545340651,Normal_9_range50-flw2-rtt,N,N
6,0.12432781482746624,0.36333333333333334,TCP_Congestion_1_range50-flw0-rtt,T,U
7,0.10860771139019025,0.3116018098771273,TCP_Congestion_1_range50-flw1-rtt,T,U
8,0.13136642773835014,0.7513532022791406,TCP_Congestion_1_range50-flw2-rtt,T,T
15,0.23625123462739805,0.5233333333333333,TCP_Congestion_3_range50-flw0-rtt,T,T
16,0.3210381072060153,0.5264608088657877,TCP_Congestion_3_range50-flw1-rtt,T,T
17,0.44482384446306006,0.5285166191377617,TCP_Congestion_3_range50-flw2-rtt,T,T
21,0.14502338856532113,0.1633333333333333,TCP_Congestion_6_range50-flw0-rtt,T,U
22,0.11443819590100436,0.30500288864548986,TCP_Congestion_6_range50-flw1-rtt,T,U
23,0.24592036980802381,0.1578888155695034,TCP_Congestion_6_range50-flw2-rtt,T,U
18,0.16268684977740064,0.1633333333333333,UDP_Congestion_1_range50-flw0-rtt,U,U
19,0.11814378475658073,0.08390449077978586,UDP_Congestion_1_range50-flw1-rtt,U,L
20,0.2564067616477469,0.08420972357551926,UDP_Congestion_1_range50-flw2-rtt,U,L
33,0.03802346292382121,0.43666666666666665,UDP_Congestion_3_range50-flw0-rtt,U,U
34,0.2001649517098655,0.21111506048932382,UDP_Congestion_3_range50-flw1-rtt,U,U
35,0.08625387673894813,0.2252877268929019,UDP_Congestion_3_range50-flw2-rtt,U,U
3,0.06215763354254784,0.33666666666666667,UDP_Congestion_8_range50-flw0-rtt,U,U
4,0.04630391900940706,0.5330243267274188,UDP_Congestion_8_range50-flw1-rtt,U,U
5,0.12277020845745813,0.39402500482680636,UDP_Congestion_8_range50-flw2-rtt,U,U
