,0,1,name,label,pred
9,0.11586214001659301,0.056666666666666664,Link_Error_5_range50-flw0-rtt,L,L
10,0.2638779780433013,0.09048323173127633,Link_Error_5_range50-flw1-rtt,L,L
11,0.12838702363461837,0.05713559180020907,Link_Error_5_range50-flw2-rtt,L,L
6,0.17850810985565316,0.04333333333333333,Link_Error_6_range50-flw0-rtt,L,L
7,0.5025535092208699,0.036831446876849,Link_Error_6_range50-flw1-rtt,L,N
8,0.33031315950732815,0.06391757619975898,Link_Error_6_range50-flw2-rtt,L,L
15,0.26498018407602486,0.06333333333333332,Link_Error_9_range50-flw0-rtt,L,L
16,0.328711563590175,0.056917515437955334,Link_Error_9_range50-flw1-rtt,L,L
17,0.17340228615941122,0.13105815040051874,Link_Error_9_range50-flw2-rtt,L,L
12,0.6812009266516337,0.07666666666666666,Normal_0_range50-flw0-rtt,N,N
13,0.6508112669729457,0.08382009618993069,Normal_0_range50-flw1-rtt,N,N
14,0.655077832391928,0.08410207394705128,Normal_0_range50-flw2-rtt,N,N
33,0.5878082536086505,0.16999999999999998,Normal_1_range50-flw0-rtt,N,N
34,0.7392981497350808,0.043644983245866,Normal_1_range50-flw1-rtt,N,N
35,0.5975677650490292,0.14450001198005913,Normal_1_range50-flw2-rtt,N,N
18,0.6218253058115922,0.08999999999999998,Normal_5_range50-flw0-rtt,N,N
19,0.5861913866514838,0.11726949834085437,Normal_5_range50-flw1-rtt,N,N
20,0.5981044222942331,0.11095501570971719,Normal_5_range50-flw2-rtt,N,N
27,0.10700017930156976,0.5366666666666666,TCP_Congestion_0_range50-flw0-rtt,T,U
28,0.19342868142914169,0.5462140114080984,TCP_Congestion_0_range50-flw1-rtt,T,T
29,0.24999286885854316,0.548714706493345,TCP_Congestion_0_range50-flw2-rtt,T,T
24,0.2923624087160855,0.43666666666666665,TCP_Congestion_7_range50-flw0-rtt,T,T
25,0.22641756063889587,0.4389229795043406,TCP_Congestion_7_range50-flw1-rtt,T,T
26,0.39390930473435953,0.44116978964923403,TCP_Congestion_7_range50-flw2-rtt,T,T
30,0.20554944733340805,0.7299999999999999,TCP_Congestion_8_range50-flw0-rtt,T,T
31,0.12395107584230242,0.7270221711274166,TCP_Congestion_8_range50-flw1-rtt,T,T
32,0.19493368098599437,0.7299568891497896,TCP_Congestion_8_range50-flw2-rtt,T,T
21,0.14363958245677852,0.24333333333333332,UDP_Congestion_2_range50-flw0-rtt,U,T
22,0.11757144178923941,0.2449027764493573,UDP_Congestion_2_range50-flw1-rtt,U,T
23,0.21044530405304077,0.24595867159810433,UDP_Congestion_2_range50-flw2-rtt,U,T
3,0.03802346292382121,0.43666666666666665,UDP_Congestion_3_range50-flw0-rtt,U,U
4,0.2001649517098655,0.21111506048932382,UDP_Congestion_3_range50-flw1-rtt,U,U
5,0.08625387673894813,0.2252877268929019,UDP_Congestion_3_range50-flw2-rtt,U,U
0,0.33891278930068813,0.15666666666666665,UDP_Congestion_5_range50-flw0-rtt,U,T
1,0.3275615523912908,0.15772985527144753,UDP_Congestion_5_range50-flw1-rtt,U,T
2,0.28642864091126874,0.15822900402955406,UDP_Congestion_5_range50-flw2-rtt,U,T
