2 0.030154000 1
6 0.094742000 1440
7 0.095938000 2880
13 0.138827000 1440
14 0.140022000 2880
15 0.141218000 4320
22 0.183226000 2880
24 0.184421000 4320
26 0.185616000 5760
34 0.226115000 1440
36 0.227310000 2880
37 0.228506000 4320
38 0.229701000 5760
39 0.230896000 7200
40 0.232091000 8640
62 0.270200000 1440
64 0.271395000 2880
66 0.272590000 4320
68 0.273786000 5760
70 0.274981000 7200
72 0.276176000 8640
73 0.277371000 10080
74 0.278566000 11520
75 0.279762000 12960
99 0.314285000 2880
101 0.315480000 4320
102 0.316675000 5760
104 0.317870000 7200
106 0.319066000 8640
109 0.320261000 10080
112 0.321456000 11520
115 0.322651000 12960
117 0.323846000 14400
120 0.325042000 15840
122 0.326237000 17280
125 0.327432000 18720
161 0.357174000 2880
164 0.358370000 4320
168 0.359565000 5760
170 0.360760000 7200
173 0.361955000 8640
175 0.363150000 10080
177 0.364346000 11520
179 0.365541000 12960
181 0.366736000 14400
183 0.367931000 15840
185 0.369126000 17280
188 0.370322000 18720
190 0.371517000 20160
193 0.372712000 21600
195 0.373907000 23040
198 0.375102000 24480
200 0.376298000 25920
203 0.377493000 27360
249 0.400138000 2880
252 0.401259000 4320
254 0.402454000 5760
257 0.403650000 7200
259 0.404845000 8640
262 0.406040000 10080
264 0.407235000 11520
267 0.408430000 12960
269 0.409626000 14400
272 0.410821000 15840
274 0.412016000 17280
277 0.413211000 18720
279 0.414406000 20160
282 0.415602000 21600
285 0.416797000 23040
288 0.417992000 24480
291 0.419187000 25920
294 0.420382000 27360
298 0.421578000 25920
301 0.422773000 27360
304 0.423968000 25920
307 0.425163000 27360
310 0.426358000 25920
313 0.427554000 27360
316 0.428749000 25920
319 0.429944000 27360
322 0.431139000 25920
352 0.443027000 12960
355 0.444222000 14400
358 0.445418000 12960
361 0.446613000 14400
364 0.447808000 12960
367 0.449003000 14400
370 0.450198000 12960
373 0.451394000 14400
376 0.452589000 12960
379 0.453784000 14400
382 0.454979000 15840
385 0.456174000 17280
388 0.457370000 18720
391 0.458565000 20160
394 0.459760000 21600
397 0.460955000 23040
400 0.462150000 24480
403 0.463346000 25920
405 0.464541000 27360
409 0.465736000 25920
411 0.466931000 27360
415 0.468126000 25920
417 0.469322000 27360
422 0.470654000 25920
425 0.471849000 27360
430 0.473045000 25920
433 0.474240000 27360
438 0.475435000 25920
441 0.476630000 27360
446 0.477825000 25920
449 0.479021000 27360
454 0.480216000 25920
457 0.481411000 27360
462 0.482606000 25920
465 0.483801000 27360
469 0.484859000 25920
471 0.486054000 27360
475 0.487250000 25920
477 0.488445000 27360
481 0.489640000 25920
483 0.490835000 27360
488 0.492030000 25920
490 0.493226000 27360
495 0.494421000 25920
497 0.495616000 27360
502 0.496811000 25920
504 0.498006000 27360
509 0.499202000 25920
511 0.500397000 27360
516 0.501592000 25920
518 0.502787000 27360
523 0.503982000 25920
525 0.505177000 27360
529 0.506373000 25920
532 0.507705000 27360
537 0.508901000 25920
540 0.510096000 27360
545 0.511291000 25920
548 0.512486000 27360
553 0.513681000 25920
556 0.514877000 27360
561 0.516072000 25920
564 0.517267000 27360
569 0.518462000 25920
572 0.519657000 27360
577 0.520853000 25920
580 0.522048000 27360
585 0.523243000 25920
588 0.524438000 27360
593 0.525633000 25920
596 0.526829000 27360
601 0.528024000 25920
604 0.529081000 27360
608 0.530277000 25920
611 0.531472000 27360
615 0.532667000 25920
618 0.533862000 27360
622 0.535057000 25920
625 0.536253000 27360
629 0.537448000 25920
632 0.538643000 27360
636 0.539838000 25920
639 0.541033000 27360
643 0.542229000 25920
646 0.543424000 27360
651 0.544757000 25920
655 0.545952000 27360
660 0.547147000 25920
664 0.548342000 27360
669 0.549537000 25920
672 0.550733000 27360
677 0.551928000 25920
680 0.553123000 27360
685 0.554318000 25920
688 0.555513000 27360
693 0.556709000 25920
696 0.557904000 27360
701 0.559099000 25920
704 0.560294000 27360
709 0.561489000 25920
712 0.562685000 27360
717 0.563880000 25920
720 0.565075000 27360
726 0.566270000 25920
729 0.567465000 27360
735 0.568661000 25920
738 0.569856000 27360
744 0.571051000 25920
747 0.572246000 27360
753 0.573441000 25920
756 0.574637000 27360
762 0.575832000 25920
764 0.576889000 27360
769 0.578085000 25920
771 0.579280000 27360
776 0.580475000 25920
779 0.581808000 27360
785 0.583003000 25920
788 0.584198000 27360
794 0.585393000 25920
797 0.586589000 27360
803 0.587784000 25920
806 0.588979000 27360
812 0.590174000 25920
815 0.591369000 27360
821 0.592565000 25920
824 0.593760000 27360
830 0.594955000 25920
833 0.596150000 27360
839 0.597345000 25920
842 0.598541000 27360
847 0.599736000 25920
850 0.600931000 27360
855 0.602126000 25920
858 0.603321000 27360
864 0.604517000 25920
867 0.605712000 27360
873 0.606907000 25920
876 0.608102000 27360
882 0.609297000 25920
885 0.610493000 27360
891 0.611688000 25920
894 0.612883000 27360
900 0.614078000 25920
903 0.615273000 27360
909 0.616469000 25920
912 0.617664000 27360
918 0.618859000 25920
921 0.620054000 27360
927 0.621249000 25920
930 0.622445000 27360
936 0.623640000 25920
939 0.624835000 27360
945 0.626030000 25920
948 0.627225000 27360
954 0.628421000 25920
957 0.629616000 27360
963 0.630811000 25920
966 0.632006000 27360
972 0.633201000 25920
975 0.634397000 27360
981 0.635592000 25920
984 0.636787000 27360
990 0.637982000 25920
993 0.639177000 27360
999 0.640373000 25920
1002 0.641568000 27360
1008 0.642763000 25920
1012 0.643958000 27360
1018 0.645153000 25920
1022 0.646349000 27360
1028 0.647544000 25920
1032 0.648739000 27360
1038 0.649934000 25920
1042 0.651129000 27360
1048 0.652325000 25920
1052 0.653520000 27360
1058 0.654715000 25920
1062 0.655910000 27360
1068 0.657105000 25920
1072 0.658301000 27360
1078 0.659496000 25920
1082 0.660691000 27360
1088 0.661886000 25920
1092 0.663081000 27360
1098 0.664277000 25920
1102 0.665472000 27360
1108 0.666667000 25920
1112 0.667862000 27360
1118 0.669057000 25920
1122 0.670253000 27360
1128 0.671448000 25920
1132 0.672643000 27360
1138 0.673838000 25920
1142 0.675033000 27360
1148 0.676229000 25920
1152 0.677424000 27360
1158 0.678619000 25920
1162 0.679814000 27360
1168 0.681009000 25920
1172 0.682205000 27360
1178 0.683400000 25920
1182 0.684595000 27360
1188 0.685790000 25920
1192 0.686985000 27360
1198 0.688181000 25920
1202 0.689376000 27360
1208 0.690571000 25920
1212 0.691766000 27360
1218 0.692961000 25920
1222 0.694157000 27360
1228 0.695352000 25920
1232 0.696547000 27360
1238 0.697742000 25920
1242 0.698937000 27360
1248 0.700133000 25920
1252 0.701328000 27360
1258 0.702523000 25920
1262 0.703718000 27360
1268 0.704913000 25920
1272 0.706108000 27360
1278 0.707304000 25920
1282 0.708499000 27360
1288 0.709694000 25920
1292 0.710889000 27360
1298 0.712084000 25920
1302 0.713280000 27360
1308 0.714475000 25920
1312 0.715670000 27360
1318 0.716865000 25920
1322 0.718060000 27360
1328 0.719256000 25920
1332 0.720451000 27360
1338 0.721646000 25920
1342 0.722841000 27360
1348 0.724036000 25920
1352 0.725232000 27360
1358 0.726427000 25920
1362 0.727622000 27360
1368 0.728817000 25920
1372 0.730012000 27360
1378 0.731208000 25920
1382 0.732403000 27360
1388 0.733598000 25920
1392 0.734793000 28800
1398 0.735988000 27360
1402 0.737184000 28800
1408 0.738379000 27360
1412 0.739574000 28800
1418 0.740769000 27360
1422 0.741964000 28800
1428 0.743160000 27360
1432 0.744355000 28800
1438 0.745550000 27360
1442 0.746745000 28800
1448 0.747940000 27360
1452 0.749136000 28800
1458 0.750331000 27360
1462 0.751526000 28800
1468 0.752721000 27360
1472 0.753916000 28800
1478 0.755112000 27360
1483 0.756307000 28800
1489 0.757502000 30240
1494 0.758697000 31680
1500 0.759892000 33120
1505 0.761088000 34560
1511 0.762283000 36000
1516 0.763478000 37440
1522 0.764673000 38880
1527 0.765868000 40320
1533 0.767064000 41760
1538 0.768259000 43200
1544 0.769454000 44640
1549 0.770649000 46080
1555 0.771844000 47520
1560 0.773040000 48960
1566 0.774235000 50400
1571 0.775430000 51840
1577 0.776625000 53280
1582 0.777820000 54720
1588 0.779016000 56160
1593 0.780211000 57600
1599 0.781406000 59040
1604 0.782601000 60480
1610 0.783796000 61920
1615 0.784992000 63360
1621 0.786187000 64800
1626 0.787382000 66240
1632 0.788577000 67680
1637 0.789772000 69120
1643 0.790968000 70560
1648 0.792163000 72000
1654 0.793358000 73440
1659 0.794553000 74880
1665 0.795748000 76320
1670 0.796944000 77760
1676 0.798139000 79200
1681 0.799334000 80640
1687 0.800529000 82080
1692 0.801724000 83520
1698 0.802920000 84960
1703 0.804115000 86400
1709 0.805310000 87840
1714 0.806505000 89280
1720 0.807700000 90720
1725 0.808896000 92160
1731 0.810091000 93600
1736 0.811286000 95040
1742 0.812481000 96480
1747 0.813676000 97920
1753 0.814872000 99360
1758 0.816067000 100800
1764 0.817262000 102240
1769 0.818457000 103680
1775 0.819652000 105120
1780 0.820848000 106560
1786 0.822043000 108000
1791 0.823238000 109440
1797 0.824433000 110880
1802 0.825628000 112320
