Time	size	received	dropped
1	0	498	0
2	0	1257	0
3	0	1804	0
4	0	2548	0
5	0	3087	0
6	0	3815	0
7	0	4347	0
8	0	5046	0
9	0	5589	0
10	1	6420	0
11	0	7191	0
12	0	7880	0
13	0	8684	0
14	0	9290	0
15	1	10086	0
16	0	10819	0
17	0	11546	0
18	0	12097	0
19	0	12807	0
20	0	13478	0
21	0	14066	0
22	0	14668	0
23	0	15306	0
24	0	15979	0
25	1	16801	0
26	0	17494	0
27	1	18264	0
28	0	18944	0
29	0	19652	0
30	0	20389	0
