,0,1,2,3,4,5,6,7,8,name,label,pred
21,0.37021200687714195,0.08999999999999998,0.16266894931011394,0.016666666666666666,0.13839558235486699,0.19666666666666666,0.09208338488188048,0.2233333333333333,3279.0,Link_Error_0_range10-flw0-rtt,L,L
22,0.15925570557854304,0.3314608251975046,0.1318992820745858,0.20423343774795738,0.08129000562135089,0.15736018974022944,0.08060951045623675,0.5256499955152345,3279.0,Link_Error_0_range10-flw1-rtt,L,L
23,0.4283476971218321,0.06381453105908644,0.12162709077043678,0.1914435931772593,0.11714460737912007,0.010075978588276805,0.040482254112830955,0.3660938887073906,3279.0,Link_Error_0_range10-flw2-rtt,L,L
9,0.27455924808372184,0.08999999999999998,0.17733502540362936,0.16999999999999998,0.05992311412353783,0.27,0.03281148840083078,0.6366666666666666,2512.0,Link_Error_3_range10-flw0-rtt,L,L
10,0.1932239153058543,0.07032399907266088,0.1762143146822914,0.2511571395452174,0.14753206777800562,0.20427447349677683,0.11010735133683391,0.2846447581512464,2512.0,Link_Error_3_range10-flw1-rtt,L,L
11,0.1866401839007284,0.13774205099862485,0.17638968025840604,0.17133767319341142,0.09202458301183265,0.32587753528942953,0.0704802388117558,0.466979148507533,2512.0,Link_Error_3_range10-flw2-rtt,L,L
12,0.1946417106778721,0.06333333333333332,0.08984922739050225,0.37666666666666665,0.06961234338804581,0.4166666666666667,0.06518026947418012,0.11666666666666665,2696.0,Link_Error_6_range10-flw0-rtt,L,L
13,0.17249886285223778,0.3047577405368284,0.10610243506327449,0.06363073703516198,0.10260187616376665,0.34494557445377283,0.052991223707693824,0.39183138069020795,2696.0,Link_Error_6_range10-flw1-rtt,L,L
14,0.2353754115662184,0.05037989294138403,0.10341435891703049,0.39296316494279543,0.0827400952417064,0.09068380729449124,0.07299523592353109,0.43326707929590264,2696.0,Link_Error_6_range10-flw2-rtt,L,L
6,0.5914065024518609,0.15,0.1593039428911567,0.30333333333333334,0.06930456293856016,0.45666666666666667,0.04614779780460426,0.6099999999999999,1838.0,Normal_1_range10-flw0-rtt,N,N
7,0.5854662963974709,0.15739180744833625,0.1463828670736421,0.3181323767572754,0.07107247746399802,0.48557046978742036,0.0398012187397651,0.6396135153751537,1838.0,Normal_1_range10-flw1-rtt,N,N
8,0.5875319115989763,0.1579206460849472,0.14861280414320407,0.31920130591638274,0.07021867869819877,0.4804819657478182,0.04151964519052118,0.6417626255792537,1838.0,Normal_1_range10-flw2-rtt,N,N
18,0.5932059543533714,0.15,0.1702479013968319,0.2966666666666667,0.06460818655386034,0.45,0.03971551007361039,0.09666666666666665,1932.0,Normal_2_range10-flw0-rtt,N,N
19,0.5853623927049689,0.15739180744833625,0.14627085038493953,0.3181323767572754,0.07103983438280981,0.48557046978742036,0.039771042370585236,0.6396135153751537,1932.0,Normal_2_range10-flw1-rtt,N,N
20,0.5934730268525623,0.21829820562569252,0.14931628379421163,0.439954845184088,0.06500324620379361,0.6683283526078894,0.04079809059764006,0.8899849921662849,1932.0,Normal_2_range10-flw2-rtt,N,N
15,0.47537496521308675,0.17666666666666664,0.07480425956007677,0.12333333333333332,0.06026154761407928,0.35,0.05322191729726121,0.08999999999999998,2685.0,Normal_9_range10-flw0-rtt,N,N
16,0.585253673266333,0.15739180744833625,0.14628777456964268,0.3181323767572754,0.07100420634742416,0.48557046978742036,0.039786951131095816,0.6396135153751537,2685.0,Normal_9_range10-flw1-rtt,N,N
17,0.5921110130372428,0.2115813377602866,0.16088435302880344,0.4332379773186821,0.07297566652227847,0.6481777490116717,0.040417741634182595,0.8631175207046612,2685.0,Normal_9_range10-flw2-rtt,N,N
24,0.0757548645395156,0.43666666666666665,0.06403261330372308,0.9033333333333332,0.04073983000778827,1.5833333333333333,0.033652992272309425,0.1433333333333333,2880.0,TCP_Congestion_2_range10-flw0-rtt,T,T
25,0.05922258896383497,0.9878847488778552,0.05660145505408562,0.9075144642233856,0.055888535439992615,0.5324531358358608,0.05407962380863258,0.3449224716420986,2880.0,TCP_Congestion_2_range10-flw1-rtt,T,T
26,0.05317327528832709,1.2462301119225492,0.052248320625119735,0.9103190305418082,0.05187136307905633,1.5552683067928308,0.045892220453034975,0.40645240847069664,2880.0,TCP_Congestion_2_range10-flw2-rtt,T,T
3,0.05222201997065502,1.6433333333333333,0.04123647239072019,1.5966666666666667,0.037999551094232385,0.35,0.03557203844539411,1.31,2194.0,TCP_Congestion_4_range10-flw0-rtt,T,T
4,0.07252173928100025,0.793709719859652,0.0707434776947397,1.6443522044349752,0.07022053603354039,0.3047577405368284,0.06296919123011058,1.1754941420706237,2194.0,TCP_Congestion_4_range10-flw1-rtt,T,T
5,0.10806043028683969,0.5004402698844147,0.05640709974150219,0.7892849894150165,0.05296209097813757,1.6491018289479706,0.03464252771406594,1.1721721757695351,2194.0,TCP_Congestion_4_range10-flw2-rtt,T,T
0,0.05355504513532245,1.4633333333333334,0.05292886942293209,0.9099999999999999,0.03770596053768747,0.35,0.03625512744916511,0.7233333333333333,2246.0,TCP_Congestion_9_range10-flw0-rtt,T,T
1,0.05930054545820566,1.4629190363360636,0.0559041283184267,0.29124475094104696,0.05470414806414619,0.4050645386651343,0.052634800945008595,0.8268672814073403,2246.0,TCP_Congestion_9_range10-flw1-rtt,T,T
2,0.09150965697429897,0.9105637252983128,0.07651185457601381,0.7291229829879479,0.05427941864359009,1.4683260072153603,0.04610123350418276,0.6417626255792537,2246.0,TCP_Congestion_9_range10-flw2-rtt,T,T
