,0,1,2,3,4,5,6,7,8,name,label,pred
0,0.15042655364290222,0.09666666666666665,0.12923359485759375,0.21666666666666665,0.09592818749543877,0.17666666666666664,0.07181843248402088,0.24999999999999997,2817.0,Link_Error_2_range10-flw0-rtt,L,L
1,0.17633845050435604,0.11052394613491563,0.12297772945791609,0.2243971027587681,0.08821942309864624,0.1976034188472734,0.03774940635132555,0.49903236285158875,2817.0,Link_Error_2_range10-flw1-rtt,L,L
2,0.35025090504820927,0.030226200796279037,0.12314872613654201,0.20486647206366904,0.08088737364228606,0.29218660769736404,0.06887409214844524,0.2518850066356586,2817.0,Link_Error_2_range10-flw2-rtt,L,L
15,0.29159818375828095,0.07666666666666666,0.25456184888931094,0.12333333333333332,0.19077093268025397,0.2033333333333333,0.102639508957927,0.1633333333333333,2604.0,Link_Error_4_range10-flw0-rtt,L,L
16,0.39706690582329546,0.11721451559108785,0.2369196740292765,0.23108004502243032,0.1569379351407798,0.3583415190927543,0.09159502674703143,0.17749626646650443,2604.0,Link_Error_4_range10-flw1-rtt,L,L
17,0.14901229933434457,0.13102292655966755,0.14611742974896064,0.17133767319341142,0.13582660489162268,0.2586862908998564,0.12860942623266164,0.06383168217009444,2604.0,Link_Error_4_range10-flw2-rtt,L,L
6,0.1406758731397391,0.21666666666666665,0.129692220307867,0.10333333333333332,0.10128893802662296,0.43666666666666665,0.09713114557560633,0.31666666666666665,2191.0,Link_Error_8_range10-flw0-rtt,L,L
7,0.2047134140033716,0.14399676000592465,0.1661429686309951,0.2511571395452174,0.1532416347286048,0.10381161767868986,0.1162036450854854,0.39850266141174495,2191.0,Link_Error_8_range10-flw1-rtt,L,L
8,0.2582696968658807,0.0705271125867622,0.188618239895048,0.1511295269716333,0.11031180160555701,0.36606929866462284,0.10553864040964216,0.21829820562569252,2191.0,Link_Error_8_range10-flw2-rtt,L,L
3,0.5914065024518609,0.15,0.1593039428911567,0.30333333333333334,0.06930456293856016,0.45666666666666667,0.04614779780460426,0.6099999999999999,1838.0,Normal_1_range10-flw0-rtt,N,N
4,0.5854662963974709,0.15739180744833625,0.1463828670736421,0.3181323767572754,0.07107247746399802,0.48557046978742036,0.0398012187397651,0.6396135153751537,1838.0,Normal_1_range10-flw1-rtt,N,N
5,0.5875319115989763,0.1579206460849472,0.14861280414320407,0.31920130591638274,0.07021867869819877,0.4804819657478182,0.04151964519052118,0.6417626255792537,1838.0,Normal_1_range10-flw2-rtt,N,N
21,0.5785793939189001,0.21,0.16283088637765863,0.43,0.06798249269355597,0.6433333333333332,0.04046345706879319,0.8633333333333333,1932.0,Normal_4_range10-flw0-rtt,N,N
22,0.5878575603675156,0.15071447200215765,0.17371485207910478,0.2980797335153785,0.06880500621365161,0.44544499502859936,0.044253588767685516,0.09712710417916828,1932.0,Normal_4_range10-flw1-rtt,N,N
23,0.5875666988719287,0.1579206460849472,0.14857383173855113,0.31920130591638274,0.07022070461883557,0.4804819657478182,0.04151346081788074,0.6417626255792537,1932.0,Normal_4_range10-flw2-rtt,N,N
9,0.573019601404037,0.18333333333333332,0.14915221481573446,0.37666666666666665,0.07002966154617847,0.5633333333333332,0.04563002246981991,0.7499999999999999,2698.0,Normal_8_range10-flw0-rtt,N,N
10,0.47084373172932753,0.17744974054169443,0.07554722259333731,0.12388000754797536,0.06190093864184617,0.35155137277128146,0.05145621364172896,0.09039892442690094,2698.0,Normal_8_range10-flw1-rtt,N,N
11,0.6003091705943192,0.17133899712866074,0.14581611644104106,0.34603758243631483,0.06793926794987856,0.520736167743969,0.06149181695773361,0.12430476262275388,2698.0,Normal_8_range10-flw2-rtt,N,N
18,0.05222201997065502,1.6433333333333333,0.04123647239072019,1.5966666666666667,0.037999551094232385,0.35,0.03557203844539411,1.31,2194.0,TCP_Congestion_4_range10-flw0-rtt,T,T
19,0.07252173928100025,0.793709719859652,0.0707434776947397,1.6443522044349752,0.07022053603354039,0.3047577405368284,0.06296919123011058,1.1754941420706237,2194.0,TCP_Congestion_4_range10-flw1-rtt,T,T
20,0.10806043028683969,0.5004402698844147,0.05640709974150219,0.7892849894150165,0.05296209097813757,1.6491018289479706,0.03464252771406594,1.1721721757695351,2194.0,TCP_Congestion_4_range10-flw2-rtt,T,T
12,0.11718951164775239,1.2033333333333334,0.07531400842587513,0.33,0.05654936524436616,0.5833333333333333,0.04629230996547338,0.6233333333333333,2093.0,TCP_Congestion_6_range10-flw0-rtt,T,T
13,0.11619105617375924,1.2090649865061982,0.04739662445787437,0.3449686803604942,0.04344389802660894,0.49233394187371504,0.04191548638514017,0.2980797335153785,2093.0,TCP_Congestion_6_range10-flw1-rtt,T,T
14,0.15313185103551968,1.2131280075535196,0.06610837472244101,1.0652675301785755,0.06472047396767876,0.5746395825253514,0.03430940271026404,0.15122094276982934,2093.0,TCP_Congestion_6_range10-flw2-rtt,T,T
24,0.05355504513532245,1.4633333333333334,0.05292886942293209,0.9099999999999999,0.03770596053768747,0.35,0.03625512744916511,0.7233333333333333,2246.0,TCP_Congestion_9_range10-flw0-rtt,T,T
25,0.05930054545820566,1.4629190363360636,0.0559041283184267,0.29124475094104696,0.05470414806414619,0.4050645386651343,0.052634800945008595,0.8268672814073403,2246.0,TCP_Congestion_9_range10-flw1-rtt,T,T
26,0.09150965697429897,0.9105637252983128,0.07651185457601381,0.7291229829879479,0.05427941864359009,1.4683260072153603,0.04610123350418276,0.6417626255792537,2246.0,TCP_Congestion_9_range10-flw2-rtt,T,T
