Time	size	received	dropped
1	1	521	0
2	0	1163	0
3	0	1682	0
4	0	2382	0
5	0	2872	0
6	0	3497	0
7	0	4093	0
8	0	4638	0
9	0	5341	0
10	0	5810	0
11	0	6461	0
12	0	7016	0
13	0	7583	0
14	0	8229	0
15	0	8718	0
16	0	9392	0
17	0	9890	0
18	0	10485	0
19	0	11097	0
20	0	11609	0
21	0	12293	0
22	0	12766	0
23	0	13391	0
24	0	13950	0
25	0	14499	0
26	0	15167	0
27	0	15643	0
28	0	16305	0
29	0	16825	0
30	0	17403	0
