Time	size	received	dropped
1	0	428	0
2	0	1031	0
3	0	1623	0
4	0	2140	0
5	0	2823	0
6	0	3269	0
7	0	3905	0
8	0	4432	0
9	0	4988	0
10	0	5639	0
11	0	6120	0
12	0	6786	0
13	0	7281	0
14	0	7880	0
15	0	8480	0
16	0	9000	0
17	0	9690	0
18	0	10152	0
19	0	10786	0
20	0	11336	0
21	0	11893	0
22	0	12554	0
23	0	13038	0
24	1	13705	0
25	0	14206	0
26	0	14801	0
27	0	15415	0
28	0	15931	0
29	0	16619	0
30	0	17090	0
