Time	size	received	dropped
1	0	1763	0
2	24	4599	0
3	40	7507	0
4	40	10394	0
5	40	13282	0
6	40	16169	0
7	40	19056	0
8	40	21943	0
9	40	24830	0
10	1	27683	0
11	1	30515	0
12	5	33407	0
13	20	36319	0
14	39	39233	0
15	40	42124	0
16	40	45011	0
17	40	47898	0
18	40	50785	0
19	40	53675	0
20	40	56562	0
21	40	59450	0
22	40	62337	0
23	40	65224	0
24	40	68111	0
25	40	70998	0
26	40	73885	0
27	40	76772	0
28	1	79612	0
29	1	82459	0
30	8	85358	0
