,0,1,name,label,pred
24,0.1482921519118241,0.13666666666666666,Link_Error_1_range50-flw0-rtt,L,L
25,0.26673465397366747,0.06369473086679847,Link_Error_1_range50-flw1-rtt,L,L
26,0.08880607607162505,0.17157977502392613,Link_Error_1_range50-flw2-rtt,L,L
6,0.17850810985565316,0.04333333333333333,Link_Error_6_range50-flw0-rtt,L,L
7,0.5025535092208699,0.036831446876849,Link_Error_6_range50-flw1-rtt,L,N
8,0.33031315950732815,0.06391757619975898,Link_Error_6_range50-flw2-rtt,L,L
18,0.08675801734329462,0.056666666666666664,Link_Error_8_range50-flw0-rtt,L,L
19,0.35203690242388946,0.03685365844424693,Link_Error_8_range50-flw1-rtt,L,L
20,0.31695614860491406,0.1381225566835602,Link_Error_8_range50-flw2-rtt,L,L
21,0.6812009266516337,0.07666666666666666,Normal_0_range50-flw0-rtt,N,N
22,0.6508112669729457,0.08382009618993069,Normal_0_range50-flw1-rtt,N,N
23,0.655077832391928,0.08410207394705128,Normal_0_range50-flw2-rtt,N,N
9,0.7803203543239953,0.04333333333333333,Normal_4_range50-flw0-rtt,N,N
10,0.6192919954090449,0.10389511848115525,Normal_4_range50-flw1-rtt,N,N
11,0.605740091384786,0.10424448924117848,Normal_4_range50-flw2-rtt,N,N
15,0.6381170019214999,0.08333333333333331,Normal_9_range50-flw0-rtt,N,N
16,0.5959139529922949,0.19751080810944566,Normal_9_range50-flw1-rtt,N,N
17,0.7372335729109982,0.05723947545340651,Normal_9_range50-flw2-rtt,N,N
3,0.12432781482746624,0.36333333333333334,TCP_Congestion_1_range50-flw0-rtt,T,T
4,0.10860771139019025,0.3116018098771273,TCP_Congestion_1_range50-flw1-rtt,T,L
5,0.13136642773835014,0.7513532022791406,TCP_Congestion_1_range50-flw2-rtt,T,T
0,0.23625123462739805,0.5233333333333333,TCP_Congestion_3_range50-flw0-rtt,T,T
1,0.3210381072060153,0.5264608088657877,TCP_Congestion_3_range50-flw1-rtt,T,T
2,0.44482384446306006,0.5285166191377617,TCP_Congestion_3_range50-flw2-rtt,T,T
12,0.14502338856532113,0.1633333333333333,TCP_Congestion_6_range50-flw0-rtt,T,L
13,0.11443819590100436,0.30500288864548986,TCP_Congestion_6_range50-flw1-rtt,T,L
14,0.24592036980802381,0.1578888155695034,TCP_Congestion_6_range50-flw2-rtt,T,L
