,0,1,2,3,name,label,pred
9,0.2946277338416856,0.04333333333333333,0.10984951031739668,0.15666666666666665,Link_Error_0_range50-flw0-rtt,L,L
10,0.22034856734189556,0.09712059863261564,0.1542726358869715,0.18419423878599517,Link_Error_0_range50-flw1-rtt,L,L
11,0.2362133804285677,0.09078137648976861,0.22132173870388105,0.13785320133631532,Link_Error_0_range50-flw2-rtt,L,L
0,0.11586214001659301,0.056666666666666664,0.10576548060049829,0.23666666666666664,Link_Error_5_range50-flw0-rtt,L,L
1,0.2638779780433013,0.09048323173127633,0.23154891545655015,0.20442507909658725,Link_Error_5_range50-flw1-rtt,L,L
2,0.12838702363461837,0.05713559180020907,0.08810763521678983,0.13107576942400903,Link_Error_5_range50-flw2-rtt,L,L
3,0.26498018407602486,0.06333333333333332,0.26246836476153473,0.12999999999999998,Link_Error_9_range50-flw0-rtt,L,L
4,0.328711563590175,0.056917515437955334,0.30274484856814143,0.10379076344568325,Link_Error_9_range50-flw1-rtt,L,L
5,0.17340228615941122,0.13105815040051874,0.17276844382153006,0.09073256566189758,Link_Error_9_range50-flw2-rtt,L,L
15,0.6812009266516337,0.07666666666666666,0.19870498124191766,0.15666666666666665,Normal_0_range50-flw0-rtt,N,N
16,0.6508112669729457,0.08382009618993069,0.23856861824174416,0.17099299622745862,Normal_0_range50-flw1-rtt,N,N
17,0.655077832391928,0.08410207394705128,0.24465308075797204,0.1715682308519846,Normal_0_range50-flw2-rtt,N,N
6,0.5664369487407124,0.12999999999999998,0.16787102744775173,0.25666666666666665,Normal_3_range50-flw0-rtt,N,N
7,0.7810483224049551,0.04365084521635257,0.130778861260415,0.09065944775703995,Normal_3_range50-flw1-rtt,N,N
8,0.7306339924948672,0.057243330251285085,0.23575307644528945,0.11111940578190635,Normal_3_range50-flw2-rtt,N,N
21,0.7803203543239953,0.04333333333333333,0.12384256791815923,0.08999999999999998,Normal_4_range50-flw0-rtt,N,N
22,0.6192919954090449,0.10389511848115525,0.158518513582218,0.2111416923971865,Normal_4_range50-flw1-rtt,N,N
23,0.605740091384786,0.10424448924117848,0.16049686168965843,0.2051262530229641,Normal_4_range50-flw2-rtt,N,N
24,0.20461595921209152,0.6099999999999999,0.06827799872321243,0.3833333333333333,TCP_Congestion_2_range50-flw0-rtt,T,T
25,0.3135834906458596,0.6136454014168099,0.09836040583220411,0.11736387458791447,TCP_Congestion_2_range50-flw1-rtt,T,T
26,0.23393636070312065,0.6153373748557613,0.07263661754133414,0.18493746238834358,TCP_Congestion_2_range50-flw2-rtt,T,T
12,0.23625123462739805,0.5233333333333333,0.07954799183871972,0.4033333333333333,TCP_Congestion_3_range50-flw0-rtt,T,T
13,0.3210381072060153,0.5264608088657877,0.06891308956978358,0.47951525903062203,TCP_Congestion_3_range50-flw1-rtt,T,T
14,0.44482384446306006,0.5285166191377617,0.07246906787932397,0.4813877486414009,TCP_Congestion_3_range50-flw2-rtt,T,T
18,0.11825410963241059,0.3233333333333333,0.1177171250504938,0.37,TCP_Congestion_4_range50-flw0-rtt,T,T
19,0.12236840028206376,0.7485787996508737,0.09745876513538224,0.3726109720235291,TCP_Congestion_4_range50-flw1-rtt,T,T
20,0.08140242179888206,0.6624123652818852,0.0760980337204805,0.3194374350344116,TCP_Congestion_4_range50-flw2-rtt,T,T
