Time	size	received	dropped
1	0	30	0
2	0	230	0
3	40	1471	0
4	23	3128	0
5	25	4803	0
6	28	6479	0
7	38	8163	0
8	40	9838	0
9	11	11372	0
10	1	12923	0
11	2	14514	0
12	4	16145	0
13	6	17813	0
14	13	19494	0
15	21	21175	0
16	27	22854	0
17	33	24534	0
18	38	26212	0
19	40	27887	0
20	3	29344	0
21	4	30879	0
22	2	32443	0
23	2	34050	0
24	8	35689	0
25	5	37347	0
26	12	39027	0
27	21	40710	0
28	28	42390	0
29	33	44068	0
30	39	45748	0
