Time	size	received	dropped
1	1	330	0
2	0	1164	0
3	0	1582	0
4	0	1859	0
5	0	2185	0
6	0	2695	0
7	0	3129	0
8	0	3636	0
9	0	4332	0
10	0	4936	0
11	0	5238	0
12	0	5479	0
13	0	5902	0
14	0	6517	0
15	0	6895	0
16	0	7198	0
17	0	7564	0
18	0	7756	0
19	0	8078	0
20	0	8379	0
21	0	8864	0
22	0	9176	0
23	0	9452	0
24	0	9613	0
25	0	9839	0
26	0	10248	0
27	0	10608	0
28	0	11072	0
29	0	11724	0
30	1	12541	0
