,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,name,label,pred
9,0.3338180001973678,0.056666666666666664,0.3154242837287874,0.10333333333333332,0.22150939900119834,0.15666666666666665,0.09148053188169347,0.2033333333333333,0.06148113950746115,0.25666666666666665,0.03203781366566593,0.7033333333333333,0.029992126649585418,0.45666666666666667,0.029640479419146493,0.30333333333333334,0.02003039703822045,0.39,0.015926830510301245,0.7566666666666666,Link_Error_1_range10-flw0-rtt,L,L
10,0.4280303726721927,0.01674156676220409,0.14420768023109265,0.07031458040125718,0.09965129312065314,0.331483021891641,0.09128277460543449,0.25782012813794297,0.053939733417124075,0.17076398097448173,0.04345649389106945,0.14397747415495518,0.025450567916046433,0.5993480900869064,0.02489596316407111,0.5792582099722615,0.020714261981408705,0.5256851963332084,0.019549273072838165,0.847123278167527,Link_Error_1_range10-flw1-rtt,L,L
11,0.24473063734815306,0.04367137451922434,0.16343566205575905,0.08398341253696989,0.10263777578664582,0.4400730816937223,0.07793304159065806,0.3863236976700615,0.06435891546506765,0.5005411387203407,0.06388097560195247,0.3258556406434432,0.041158620358184975,0.2653875836168249,0.04101285322971214,0.5542905227440014,0.029108509486790377,0.164607488572461,0.02523436547387456,0.7222573478179412,Link_Error_1_range10-flw2-rtt,L,L
27,0.17104468617914687,0.12333333333333332,0.11151091921672832,0.31666666666666665,0.08676468731441993,0.1633333333333333,0.07420341307226717,0.35,0.058925922704465526,0.2033333333333333,0.04317379961805244,0.43,0.02638684797907269,0.5633333333333332,0.02476516411407249,0.83,0.018482270060782992,0.7166666666666666,0.016634155948845562,0.9699999999999999,Link_Error_7_range10-flw0-rtt,L,L
28,0.1934200995670174,0.05691370439483942,0.18739002622409254,0.016739324822011594,0.13993663906732307,0.13056673361169044,0.13869317348580862,0.2845685219741971,0.06391851343246069,0.3582215511910481,0.046005985799818454,0.619355018414429,0.037191535599326406,0.47204895998072693,0.014856256460420197,0.7465738870617171,0.014105769606625657,0.913967135281833,0.011398513372443622,0.5122233395535548,Link_Error_7_range10-flw1-rtt,L,L
29,0.43580848715486253,0.05039401061136603,0.034523227933757276,0.3057236643756206,0.0268033542904566,0.23853165022713255,0.02355549776495944,0.44682689408744547,0.012632737597286142,0.4871421025765383,0.010867957710537536,0.5274573110656311,0.009187398629392692,0.5677725195547239,0.007605649548982147,0.6618413393626071,0.00679738488886713,0.3863540813538062,0.0062115660149140665,0.7290333535110952,Link_Error_7_range10-flw2-rtt,L,T
33,0.1406758731397391,0.21666666666666665,0.129692220307867,0.10333333333333332,0.10128893802662296,0.43666666666666665,0.09713114557560633,0.31666666666666665,0.06543482112144694,0.6299999999999999,0.060574583299052485,0.5166666666666666,0.025088143146583693,0.7233333333333333,0.023627855659929753,4.949999999999999,0.01899705770968785,0.8366666666666666,0.011782679907663416,0.9433333333333332,Link_Error_8_range10-flw0-rtt,L,L
34,0.2047134140033716,0.14399676000592465,0.1661429686309951,0.2511571395452174,0.1532416347286048,0.10381161767868986,0.1162036450854854,0.39850266141174495,0.08809075962175847,0.21766952093918843,0.06438309874578375,0.3516199953633044,0.061154161373712775,0.17748437861195365,0.04431667016805347,0.06362647535145508,0.03960156247063185,0.49226799350862616,0.028708124975206674,0.2913422818724522,Link_Error_8_range10-flw1-rtt,L,L
35,0.2582696968658807,0.0705271125867622,0.188618239895048,0.1511295269716333,0.11031180160555701,0.36606929866462284,0.10553864040964216,0.21829820562569252,0.10522647613976567,0.2989006200105636,0.0829643927727909,0.10411145191379181,0.06077911251164951,0.527274127434365,0.04114941132675046,0.45338858091489986,0.03151079050430827,0.4130873737224643,0.02960908683169685,0.6011596739538302,Link_Error_8_range10-flw2-rtt,L,L
0,0.5932059543533714,0.15,0.1702479013968319,0.2966666666666667,0.06460818655386034,0.45,0.03971551007361039,0.09666666666666665,0.03690155165117777,0.5966666666666666,0.025813920033142344,0.7433333333333333,0.02118440477842794,0.06333333333333332,0.02015107047664091,0.19666666666666666,0.01702743658677529,0.8899999999999999,0.009386489323575,1.0366666666666666,Normal_2_range10-flw0-rtt,N,N
